"Team","Player_ID","Player","Team_Index","Stats","Value"
"LAL",14009,"max christie",14,"AssistsPerGame",0.9
"LAL",14009,"max christie",14,"StealsPerGame",0.3
"LAL",14009,"max christie",14,"BlocksPerGame",0.3
"MIN",9016,"troy brown jr.",18,"PointsPerGame",4.2
"MIN",9016,"troy brown jr.",18,"TotalReboundsPerGame",1.9
"MIN",9016,"troy brown jr.",18,"AssistsPerGame",0.9
"MIN",9016,"troy brown jr.",18,"StealsPerGame",0.2
"MIN",9016,"troy brown jr.",18,"BlocksPerGame",0.1
"PHI",23023,"danuel house jr.",23,"PointsPerGame",4.2
"PHI",23023,"danuel house jr.",23,"TotalReboundsPerGame",1.7
"PHI",23023,"danuel house jr.",23,"AssistsPerGame",0.8
"PHI",23023,"danuel house jr.",23,"StealsPerGame",0.4
"PHI",23023,"danuel house jr.",23,"BlocksPerGame",0.1
"POR",25018,"ashton hagans",25,"PointsPerGame",4.2
"POR",25018,"ashton hagans",25,"TotalReboundsPerGame",2.4
"POR",25018,"ashton hagans",25,"AssistsPerGame",2.8
"POR",25018,"ashton hagans",25,"StealsPerGame",0.6
"POR",25018,"ashton hagans",25,"BlocksPerGame",0.5
"HOU",11012,"jae'sean tate",11,"PointsPerGame",4.1
"HOU",11012,"jae'sean tate",11,"TotalReboundsPerGame",3
"HOU",11012,"jae'sean tate",11,"AssistsPerGame",1
"HOU",11012,"jae'sean tate",11,"StealsPerGame",0.6
"HOU",11012,"jae'sean tate",11,"BlocksPerGame",0.2
"SAS",27015,"sandro mamukelashvili",27,"PointsPerGame",4.1
"SAS",27015,"sandro mamukelashvili",27,"TotalReboundsPerGame",3.2
"SAS",27015,"sandro mamukelashvili",27,"AssistsPerGame",1.1
"SAS",27015,"sandro mamukelashvili",27,"StealsPerGame",0.2
"SAS",27015,"sandro mamukelashvili",27,"BlocksPerGame",0.3
"UTA",29002,"luka šamanić",29,"PointsPerGame",4.1
"UTA",29002,"luka šamanić",29,"TotalReboundsPerGame",2.4
"UTA",29002,"luka šamanić",29,"AssistsPerGame",0.4
"UTA",29002,"luka šamanić",29,"StealsPerGame",0.1
"UTA",29002,"luka šamanić",29,"BlocksPerGame",0.2
"WAS",17016,"ryan rollins",30,"PointsPerGame",4.1
"WAS",17016,"ryan rollins",30,"TotalReboundsPerGame",1.1
"WAS",17016,"ryan rollins",30,"AssistsPerGame",1.1
"WAS",17016,"ryan rollins",30,"StealsPerGame",0.8
"WAS",17016,"ryan rollins",30,"BlocksPerGame",0.3
"WAS",16014,"delon wright",30,"PointsPerGame",4.1
"WAS",16014,"delon wright",30,"TotalReboundsPerGame",1.8
"WAS",16014,"delon wright",30,"AssistsPerGame",2.5
"WAS",16014,"delon wright",30,"StealsPerGame",1.1
"WAS",16014,"delon wright",30,"BlocksPerGame",0.2
"ATL",1005,"mouhamed gueye",1,"PointsPerGame",4
"ATL",1005,"mouhamed gueye",1,"TotalReboundsPerGame",3.7
"ATL",1005,"mouhamed gueye",1,"AssistsPerGame",0.7
"ATL",1005,"mouhamed gueye",1,"StealsPerGame",0.8
"ATL",1005,"mouhamed gueye",1,"BlocksPerGame",0.7
"BOS",2005,"svi mykhailiuk",2,"PointsPerGame",4
"BOS",2005,"svi mykhailiuk",2,"TotalReboundsPerGame",1.2
"BOS",2005,"svi mykhailiuk",2,"AssistsPerGame",0.9
"BOS",2005,"svi mykhailiuk",2,"StealsPerGame",0.3
"BOS",2005,"svi mykhailiuk",2,"BlocksPerGame",0
"CHI",5003,"adama sanogo",5,"PointsPerGame",4
"CHI",5003,"adama sanogo",5,"TotalReboundsPerGame",4
"CHI",5003,"adama sanogo",5,"AssistsPerGame",0
"CHI",5003,"adama sanogo",5,"StealsPerGame",0.1
"CHI",5003,"adama sanogo",5,"BlocksPerGame",0
"DEN",8008,"justin holiday",8,"PointsPerGame",4
"DEN",8008,"justin holiday",8,"TotalReboundsPerGame",1.2
"DEN",8008,"justin holiday",8,"AssistsPerGame",1.2
"DEN",8008,"justin holiday",8,"StealsPerGame",0.6
"DEN",8008,"justin holiday",8,"BlocksPerGame",0.2
"MEM",15028,"matthew hurt",15,"PointsPerGame",4
"MEM",15028,"matthew hurt",15,"TotalReboundsPerGame",2
"MEM",15028,"matthew hurt",15,"AssistsPerGame",0.5
"MEM",15028,"matthew hurt",15,"StealsPerGame",0.4
"MEM",15028,"matthew hurt",15,"BlocksPerGame",0.4
"MIN",18013,"luka garza",18,"PointsPerGame",4
"MIN",18013,"luka garza",18,"TotalReboundsPerGame",1.2
"MIN",18013,"luka garza",18,"AssistsPerGame",0.2
"MIN",18013,"luka garza",18,"StealsPerGame",0.2
"MIN",18013,"luka garza",18,"BlocksPerGame",0
"NOP",19021,"izaiah brockington",19,"PointsPerGame",4
"NOP",19021,"izaiah brockington",19,"TotalReboundsPerGame",2
"NOP",19021,"izaiah brockington",19,"AssistsPerGame",0
"NOP",19021,"izaiah brockington",19,"StealsPerGame",0
"NOP",19021,"izaiah brockington",19,"BlocksPerGame",0
"NYK",9001,"evan fournier",20,"PointsPerGame",4
"NYK",9001,"evan fournier",20,"TotalReboundsPerGame",1.3
"NYK",9001,"evan fournier",20,"AssistsPerGame",1
"NYK",9001,"evan fournier",20,"StealsPerGame",1.3
"NYK",9001,"evan fournier",20,"BlocksPerGame",0
"OKC",21005,"ousmane dieng",21,"PointsPerGame",4
"OKC",21005,"ousmane dieng",21,"TotalReboundsPerGame",1.5
"OKC",21005,"ousmane dieng",21,"AssistsPerGame",1.1
"OKC",21005,"ousmane dieng",21,"StealsPerGame",0.2
"OKC",21005,"ousmane dieng",21,"BlocksPerGame",0.2
"OKC",21014,"jaylin williams",21,"PointsPerGame",4
"OKC",21014,"jaylin williams",21,"TotalReboundsPerGame",3.4
"OKC",21014,"jaylin williams",21,"AssistsPerGame",1.6
"OKC",21014,"jaylin williams",21,"StealsPerGame",0.4
"OKC",21014,"jaylin williams",21,"BlocksPerGame",0.4
"PHI",2015,"jaden springer",23,"PointsPerGame",4
"PHI",2015,"jaden springer",23,"TotalReboundsPerGame",1.8
"PHI",2015,"jaden springer",23,"AssistsPerGame",1.1
"PHI",2015,"jaden springer",23,"StealsPerGame",0.8
"PHI",2015,"jaden springer",23,"BlocksPerGame",0.3
"POR",25005,"rayan rupert",25,"PointsPerGame",4
"POR",25005,"rayan rupert",25,"TotalReboundsPerGame",2.4
"POR",25005,"rayan rupert",25,"AssistsPerGame",1.6
"POR",25005,"rayan rupert",25,"StealsPerGame",0.3
"POR",25005,"rayan rupert",25,"BlocksPerGame",0.1
"SAC",26013,"javale mcgee",26,"PointsPerGame",4
"SAC",26013,"javale mcgee",26,"TotalReboundsPerGame",2.7
"SAC",26013,"javale mcgee",26,"AssistsPerGame",0.4
"SAC",26013,"javale mcgee",26,"StealsPerGame",0.3
"SAC",26013,"javale mcgee",26,"BlocksPerGame",0.4
"SAS",20004,"mamadi diakite",27,"PointsPerGame",4
"SAS",20004,"mamadi diakite",27,"TotalReboundsPerGame",1
"SAS",20004,"mamadi diakite",27,"AssistsPerGame",0.7
"SAS",20004,"mamadi diakite",27,"StealsPerGame",0
"SAS",20004,"mamadi diakite",27,"BlocksPerGame",0.3
"WAS",21016,"mike muscala",30,"PointsPerGame",4
"WAS",21016,"mike muscala",30,"TotalReboundsPerGame",3.1
"WAS",21016,"mike muscala",30,"AssistsPerGame",0.9
"WAS",21016,"mike muscala",30,"StealsPerGame",0.2
"WAS",21016,"mike muscala",30,"BlocksPerGame",0.3
"DEN",8011,"deandre jordan",8,"PointsPerGame",3.9
"DEN",8011,"deandre jordan",8,"TotalReboundsPerGame",4.4
"DEN",8011,"deandre jordan",8,"AssistsPerGame",0.7
"DEN",8011,"deandre jordan",8,"StealsPerGame",0.2
"DEN",8011,"deandre jordan",8,"BlocksPerGame",0.4
"SAC",26003,"chris duarte",26,"PointsPerGame",3.9
"SAC",26003,"chris duarte",26,"TotalReboundsPerGame",1.8
"SAC",26003,"chris duarte",26,"AssistsPerGame",0.7
"SAC",26003,"chris duarte",26,"StealsPerGame",0.5
"SAC",26003,"chris duarte",26,"BlocksPerGame",0.1
"WAS",30010,"jules bernard",30,"PointsPerGame",3.9
"WAS",30010,"jules bernard",30,"TotalReboundsPerGame",1.4
"WAS",30010,"jules bernard",30,"AssistsPerGame",0.8
"WAS",30010,"jules bernard",30,"StealsPerGame",0.2
"WAS",30010,"jules bernard",30,"BlocksPerGame",0.1
"OKC",4012,"tre mann",21,"PointsPerGame",3.8
"OKC",4012,"tre mann",21,"TotalReboundsPerGame",1.8
"OKC",4012,"tre mann",21,"AssistsPerGame",1.5
"OKC",4012,"tre mann",21,"StealsPerGame",0.2
"OKC",4012,"tre mann",21,"BlocksPerGame",0
"SAS",27002,"sidy cissoko",27,"PointsPerGame",3.8
"SAS",27002,"sidy cissoko",27,"TotalReboundsPerGame",1.8
"SAS",27002,"sidy cissoko",27,"AssistsPerGame",0.8
"SAS",27002,"sidy cissoko",27,"StealsPerGame",0.6
"SAS",27002,"sidy cissoko",27,"BlocksPerGame",0.3
"UTA",29017,"kira lewis jr.",29,"PointsPerGame",3.8
"UTA",29017,"kira lewis jr.",29,"TotalReboundsPerGame",1
"UTA",29017,"kira lewis jr.",29,"AssistsPerGame",1.6
"UTA",29017,"kira lewis jr.",29,"StealsPerGame",0.3
"UTA",29017,"kira lewis jr.",29,"BlocksPerGame",0.1
"WAS",30007,"anthony gill",30,"PointsPerGame",3.8
"WAS",30007,"anthony gill",30,"TotalReboundsPerGame",1.9
"WAS",30007,"anthony gill",30,"AssistsPerGame",0.7
"WAS",30007,"anthony gill",30,"StealsPerGame",0.3
"WAS",30007,"anthony gill",30,"BlocksPerGame",0.2
"BOS",2017,"drew peterson",2,"PointsPerGame",3.7
"BOS",2017,"drew peterson",2,"TotalReboundsPerGame",0.3
"BOS",2017,"drew peterson",2,"AssistsPerGame",0.3
"BOS",2017,"drew peterson",2,"StealsPerGame",0.7
"BOS",2017,"drew peterson",2,"BlocksPerGame",0
"BOS",2001,"oshae brissett",2,"PointsPerGame",3.7
"BOS",2001,"oshae brissett",2,"TotalReboundsPerGame",2.9
"BOS",2001,"oshae brissett",2,"AssistsPerGame",0.8
"BOS",2001,"oshae brissett",2,"StealsPerGame",0.3
"BOS",2001,"oshae brissett",2,"BlocksPerGame",0.1
"MIA",16016,"jamal cain",16,"PointsPerGame",3.7
"MIA",16016,"jamal cain",16,"TotalReboundsPerGame",1.4
"MIA",16016,"jamal cain",16,"AssistsPerGame",0.4
"MIA",16016,"jamal cain",16,"StealsPerGame",0.4
"MIA",16016,"jamal cain",16,"BlocksPerGame",0.2
"MIN",18017,"t.j. warren",18,"PointsPerGame",3.7
"MIN",18017,"t.j. warren",18,"TotalReboundsPerGame",2
"MIN",18017,"t.j. warren",18,"AssistsPerGame",0.8
"MIN",18017,"t.j. warren",18,"StealsPerGame",0.4
"MIN",18017,"t.j. warren",18,"BlocksPerGame",0.1
"PHI",23008,"kj martin",23,"PointsPerGame",3.7
"PHI",23008,"kj martin",23,"TotalReboundsPerGame",2.2
"PHI",23008,"kj martin",23,"AssistsPerGame",0.9
"PHI",23008,"kj martin",23,"StealsPerGame",0.3
"PHI",23008,"kj martin",23,"BlocksPerGame",0.2
"SAS",27014,"jamaree bouyea",27,"PointsPerGame",3.7
"SAS",27014,"jamaree bouyea",27,"TotalReboundsPerGame",3
"SAS",27014,"jamaree bouyea",27,"AssistsPerGame",1
"SAS",27014,"jamaree bouyea",27,"StealsPerGame",0.3
"SAS",27014,"jamaree bouyea",27,"BlocksPerGame",0
"CHA",4022,"james bouknight",4,"PointsPerGame",3.6
"CHA",4022,"james bouknight",4,"TotalReboundsPerGame",0.6
"CHA",4022,"james bouknight",4,"AssistsPerGame",0.4
"CHA",4022,"james bouknight",4,"StealsPerGame",0.1
"CHA",4022,"james bouknight",4,"BlocksPerGame",0.1
"DEN",8017,"collin gillespie",8,"PointsPerGame",3.6
"DEN",8017,"collin gillespie",8,"TotalReboundsPerGame",0.9
"DEN",8017,"collin gillespie",8,"AssistsPerGame",1.1
"DEN",8017,"collin gillespie",8,"StealsPerGame",0.5
"DEN",8017,"collin gillespie",8,"BlocksPerGame",0
"GSW",10001,"gui santos",10,"PointsPerGame",3.6
"GSW",10001,"gui santos",10,"TotalReboundsPerGame",2.1
"GSW",10001,"gui santos",10,"AssistsPerGame",0.6
"GSW",10001,"gui santos",10,"StealsPerGame",0.2
"GSW",10001,"gui santos",10,"BlocksPerGame",0.1
"IND",12012,"jarace walker",12,"PointsPerGame",3.6
"IND",12012,"jarace walker",12,"TotalReboundsPerGame",1.9
"IND",12012,"jarace walker",12,"AssistsPerGame",1.2
"IND",12012,"jarace walker",12,"StealsPerGame",0.5
"IND",12012,"jarace walker",12,"BlocksPerGame",0.3
"OKC",21009,"lindy waters iii",21,"PointsPerGame",3.6
"OKC",21009,"lindy waters iii",21,"TotalReboundsPerGame",1.1
"OKC",21009,"lindy waters iii",21,"AssistsPerGame",0.6
"OKC",21009,"lindy waters iii",21,"StealsPerGame",0.1
"OKC",21009,"lindy waters iii",21,"BlocksPerGame",0.2
"PHO",15003,"yuta watanabe",24,"PointsPerGame",3.6
"PHO",15003,"yuta watanabe",24,"TotalReboundsPerGame",1.6
"PHO",15003,"yuta watanabe",24,"AssistsPerGame",0.3
"PHO",15003,"yuta watanabe",24,"StealsPerGame",0.3
"PHO",15003,"yuta watanabe",24,"BlocksPerGame",0.2
"CHI",5004,"onuralp bitim",5,"PointsPerGame",3.5
"CHI",5004,"onuralp bitim",5,"TotalReboundsPerGame",1.4
"CHI",5004,"onuralp bitim",5,"AssistsPerGame",0.6
"CHI",5004,"onuralp bitim",5,"StealsPerGame",0.1
"CHI",5004,"onuralp bitim",5,"BlocksPerGame",0.1
"MIN",18006,"jordan mclaughlin",18,"PointsPerGame",3.5
"MIN",18006,"jordan mclaughlin",18,"TotalReboundsPerGame",1.3
"MIN",18006,"jordan mclaughlin",18,"AssistsPerGame",2
"MIN",18006,"jordan mclaughlin",18,"StealsPerGame",0.6
"MIN",18006,"jordan mclaughlin",18,"BlocksPerGame",0.1
"DET",9013,"buddy boeheim",9,"PointsPerGame",3.4
"DET",9013,"buddy boeheim",9,"TotalReboundsPerGame",1
"DET",9013,"buddy boeheim",9,"AssistsPerGame",0.3
"DET",9013,"buddy boeheim",9,"StealsPerGame",0
"DET",9013,"buddy boeheim",9,"BlocksPerGame",0.1
"MEM",15025,"wenyen gabriel",15,"PointsPerGame",3.4
"MEM",15025,"wenyen gabriel",15,"TotalReboundsPerGame",5
"MEM",15025,"wenyen gabriel",15,"AssistsPerGame",0.6
"MEM",15025,"wenyen gabriel",15,"StealsPerGame",0.4
"MEM",15025,"wenyen gabriel",15,"BlocksPerGame",0.4
"PHO",24012,"nassir little",24,"PointsPerGame",3.4
"PHO",24012,"nassir little",24,"TotalReboundsPerGame",1.7
"PHO",24012,"nassir little",24,"AssistsPerGame",0.5
"PHO",24012,"nassir little",24,"StealsPerGame",0.2
"PHO",24012,"nassir little",24,"BlocksPerGame",0.2
"POR",25010,"moses brown",25,"PointsPerGame",3.4
"POR",25010,"moses brown",25,"TotalReboundsPerGame",3.9
"POR",25010,"moses brown",25,"AssistsPerGame",0.3
"POR",25010,"moses brown",25,"StealsPerGame",0.2
"POR",25010,"moses brown",25,"BlocksPerGame",0.3
"TOR",28010,"jalen mcdaniels",28,"PointsPerGame",3.4
"TOR",28010,"jalen mcdaniels",28,"TotalReboundsPerGame",1.6
"TOR",28010,"jalen mcdaniels",28,"AssistsPerGame",0.7
"TOR",28010,"jalen mcdaniels",28,"StealsPerGame",0.4
"TOR",28010,"jalen mcdaniels",28,"BlocksPerGame",0.1
"CLE",6001,"tristan thompson",6,"PointsPerGame",3.3
"CLE",6001,"tristan thompson",6,"TotalReboundsPerGame",3.6
"CLE",6001,"tristan thompson",6,"AssistsPerGame",1
"CLE",6001,"tristan thompson",6,"StealsPerGame",0.2
"CLE",6001,"tristan thompson",6,"BlocksPerGame",0.3
"DAL",7005,"dwight powell",7,"PointsPerGame",3.3
"DAL",7005,"dwight powell",7,"TotalReboundsPerGame",3.4
"DAL",7005,"dwight powell",7,"AssistsPerGame",1.3
"DAL",7005,"dwight powell",7,"StealsPerGame",0.4
"DAL",7005,"dwight powell",7,"BlocksPerGame",0.3
"IND",12003,"oscar tshiebwe",12,"PointsPerGame",3.3
"IND",12003,"oscar tshiebwe",12,"TotalReboundsPerGame",2
"IND",12003,"oscar tshiebwe",12,"AssistsPerGame",0.3
"IND",12003,"oscar tshiebwe",12,"StealsPerGame",0.3
"IND",12003,"oscar tshiebwe",12,"BlocksPerGame",0.1
"OKC",4003,"vasilije micić",21,"PointsPerGame",3.3
"OKC",4003,"vasilije micić",21,"TotalReboundsPerGame",0.8
"OKC",4003,"vasilije micić",21,"AssistsPerGame",2.5
"OKC",4003,"vasilije micić",21,"StealsPerGame",0.3
"OKC",4003,"vasilije micić",21,"BlocksPerGame",0.1
"PHI",23016,"terquavion smith",23,"PointsPerGame",3.3
"PHI",23016,"terquavion smith",23,"TotalReboundsPerGame",0.3
"PHI",23016,"terquavion smith",23,"AssistsPerGame",0.8
"PHI",23016,"terquavion smith",23,"StealsPerGame",0.5
"PHI",23016,"terquavion smith",23,"BlocksPerGame",0
"SAS",27004,"charles bassey",27,"PointsPerGame",3.3
"SAS",27004,"charles bassey",27,"TotalReboundsPerGame",4
"SAS",27004,"charles bassey",27,"AssistsPerGame",1.1
"SAS",27004,"charles bassey",27,"StealsPerGame",0.4
"SAS",27004,"charles bassey",27,"BlocksPerGame",0.9
"TOR",28013,"garrett temple",28,"PointsPerGame",3.3
"TOR",28013,"garrett temple",28,"TotalReboundsPerGame",1.7
"TOR",28013,"garrett temple",28,"AssistsPerGame",1
"TOR",28013,"garrett temple",28,"StealsPerGame",0.4
"TOR",28013,"garrett temple",28,"BlocksPerGame",0.1
"UTA",29009,"micah potter",29,"PointsPerGame",3.3
"UTA",29009,"micah potter",29,"TotalReboundsPerGame",2.7
"UTA",29009,"micah potter",29,"AssistsPerGame",0.4
"UTA",29009,"micah potter",29,"StealsPerGame",0.3
"UTA",29009,"micah potter",29,"BlocksPerGame",0.4
"CHA",4024,"ish smith",4,"PointsPerGame",3.2
"CHA",4024,"ish smith",4,"TotalReboundsPerGame",1.8
"CHA",4024,"ish smith",4,"AssistsPerGame",3.4
"CHA",4024,"ish smith",4,"StealsPerGame",0.4
"CHA",4024,"ish smith",4,"BlocksPerGame",0.1
"CHA",4008,"jt thor",4,"PointsPerGame",3.2
"CHA",4008,"jt thor",4,"TotalReboundsPerGame",2.3
"CHA",4008,"jt thor",4,"AssistsPerGame",0.5
"CHA",4008,"jt thor",4,"StealsPerGame",0.2
"CHA",4008,"jt thor",4,"BlocksPerGame",0.4
"DAL",7016,"brandon williams",7,"PointsPerGame",3.2
"DAL",7016,"brandon williams",7,"TotalReboundsPerGame",0.8
"DAL",7016,"brandon williams",7,"AssistsPerGame",1
"DAL",7016,"brandon williams",7,"StealsPerGame",0.1
"DAL",7016,"brandon williams",7,"BlocksPerGame",0.1
"DAL",7004,"a.j. lawson",7,"PointsPerGame",3.2
"DAL",7004,"a.j. lawson",7,"TotalReboundsPerGame",1.2
"DAL",7004,"a.j. lawson",7,"AssistsPerGame",0.5
"DAL",7004,"a.j. lawson",7,"StealsPerGame",0.2
"DAL",7004,"a.j. lawson",7,"BlocksPerGame",0.1
"DEN",8013,"zeke nnaji",8,"PointsPerGame",3.2
"DEN",8013,"zeke nnaji",8,"TotalReboundsPerGame",2.2
"DEN",8013,"zeke nnaji",8,"AssistsPerGame",0.6
"DEN",8013,"zeke nnaji",8,"StealsPerGame",0.3
"DEN",8013,"zeke nnaji",8,"BlocksPerGame",0.7
"HOU",11004,"boban marjanović",11,"PointsPerGame",3.2
"HOU",11004,"boban marjanović",11,"TotalReboundsPerGame",2.3
"HOU",11004,"boban marjanović",11,"AssistsPerGame",0.4
"HOU",11004,"boban marjanović",11,"StealsPerGame",0.1
"HOU",11004,"boban marjanović",11,"BlocksPerGame",0.1
"ATL",1016,"wesley matthews",1,"PointsPerGame",3.1
"ATL",1016,"wesley matthews",1,"TotalReboundsPerGame",1.5
"ATL",1016,"wesley matthews",1,"AssistsPerGame",0.6
"ATL",1016,"wesley matthews",1,"StealsPerGame",0.4
"ATL",1016,"wesley matthews",1,"BlocksPerGame",0.3
"CHI",5008,"dalen terry",5,"PointsPerGame",3.1
"CHI",5008,"dalen terry",5,"TotalReboundsPerGame",1.9
"CHI",5008,"dalen terry",5,"AssistsPerGame",1.4
"CHI",5008,"dalen terry",5,"StealsPerGame",0.5
"CHI",5008,"dalen terry",5,"BlocksPerGame",0.3
"LAL",14017,"gabe vincent",14,"PointsPerGame",3.1
"LAL",14017,"gabe vincent",14,"TotalReboundsPerGame",0.8
"LAL",14017,"gabe vincent",14,"AssistsPerGame",1.9
"LAL",14017,"gabe vincent",14,"StealsPerGame",0.8
"LAL",14017,"gabe vincent",14,"BlocksPerGame",0
"DAL",7006,"olivier-maxence prosper",7,"PointsPerGame",3
"DAL",7006,"olivier-maxence prosper",7,"TotalReboundsPerGame",2
"DAL",7006,"olivier-maxence prosper",7,"AssistsPerGame",0.6
"DAL",7006,"olivier-maxence prosper",7,"StealsPerGame",0.2
"DAL",7006,"olivier-maxence prosper",7,"BlocksPerGame",0.1
"PHO",24015,"saben lee",24,"PointsPerGame",3
"PHO",24015,"saben lee",24,"TotalReboundsPerGame",1.3
"PHO",24015,"saben lee",24,"AssistsPerGame",1.3
"PHO",24015,"saben lee",24,"StealsPerGame",0.3
"PHO",24015,"saben lee",24,"BlocksPerGame",0.1
"WAS",30012,"johnny davis",30,"PointsPerGame",3
"WAS",30012,"johnny davis",30,"TotalReboundsPerGame",1.4
"WAS",30012,"johnny davis",30,"AssistsPerGame",0.6
"WAS",30012,"johnny davis",30,"StealsPerGame",0.4
"WAS",30012,"johnny davis",30,"BlocksPerGame",0.2
"HOU",11011,"jeenathan williams",11,"PointsPerGame",2.9
"HOU",11011,"jeenathan williams",11,"TotalReboundsPerGame",1
"HOU",11011,"jeenathan williams",11,"AssistsPerGame",0.3
"HOU",11011,"jeenathan williams",11,"StealsPerGame",0.2
"HOU",11011,"jeenathan williams",11,"BlocksPerGame",0
"NOP",19014,"jeremiah robinson-earl",19,"PointsPerGame",2.9
"NOP",19014,"jeremiah robinson-earl",19,"TotalReboundsPerGame",1.9
"NOP",19014,"jeremiah robinson-earl",19,"AssistsPerGame",0.5
"NOP",19014,"jeremiah robinson-earl",19,"StealsPerGame",0.3
"NOP",19014,"jeremiah robinson-earl",19,"BlocksPerGame",0.1
"OKC",4002,"dāvis bertāns",21,"PointsPerGame",2.9
"OKC",4002,"dāvis bertāns",21,"TotalReboundsPerGame",0.7
"OKC",4002,"dāvis bertāns",21,"AssistsPerGame",0.6
"OKC",4002,"dāvis bertāns",21,"StealsPerGame",0.2
"OKC",4002,"dāvis bertāns",21,"BlocksPerGame",0.2
"ORL",22014,"trevelin queen",22,"PointsPerGame",2.9
"ORL",22014,"trevelin queen",22,"TotalReboundsPerGame",1.4
"ORL",22014,"trevelin queen",22,"AssistsPerGame",1.3
"ORL",22014,"trevelin queen",22,"StealsPerGame",0.5
"ORL",22014,"trevelin queen",22,"BlocksPerGame",0.4
"POR",24018,"ish wainright",25,"PointsPerGame",2.9
"POR",24018,"ish wainright",25,"TotalReboundsPerGame",1.3
"POR",24018,"ish wainright",25,"AssistsPerGame",0
"POR",24018,"ish wainright",25,"StealsPerGame",0.3
"POR",24018,"ish wainright",25,"BlocksPerGame",0.1
"CHI",5002,"henri drell",5,"PointsPerGame",2.8
"CHI",5002,"henri drell",5,"TotalReboundsPerGame",1
"CHI",5002,"henri drell",5,"AssistsPerGame",1
"CHI",5002,"henri drell",5,"StealsPerGame",0.5
"CHI",5002,"henri drell",5,"BlocksPerGame",0.3
"MIA",16010,"orlando robinson",16,"PointsPerGame",2.8
"MIA",16010,"orlando robinson",16,"TotalReboundsPerGame",2.3
"MIA",16010,"orlando robinson",16,"AssistsPerGame",0.9
"MIA",16010,"orlando robinson",16,"StealsPerGame",0.2
"MIA",16010,"orlando robinson",16,"BlocksPerGame",0.2
"TOR",28016,"d.j. carton",28,"PointsPerGame",2.8
"TOR",28016,"d.j. carton",28,"TotalReboundsPerGame",1
"TOR",28016,"d.j. carton",28,"AssistsPerGame",0.8
"TOR",28016,"d.j. carton",28,"StealsPerGame",0.3
"TOR",28016,"d.j. carton",28,"BlocksPerGame",0
"CHA",4014,"leaky black",4,"PointsPerGame",2.7
"CHA",4014,"leaky black",4,"TotalReboundsPerGame",1.8
"CHA",4014,"leaky black",4,"AssistsPerGame",0.9
"CHA",4014,"leaky black",4,"StealsPerGame",0.3
"CHA",4014,"leaky black",4,"BlocksPerGame",0.4
"CLE",6014,"damian jones",6,"PointsPerGame",2.7
"CLE",6014,"damian jones",6,"TotalReboundsPerGame",1.6
"CLE",6014,"damian jones",6,"AssistsPerGame",0.4
"CLE",6014,"damian jones",6,"StealsPerGame",0.2
"CLE",6014,"damian jones",6,"BlocksPerGame",0.3
"CLE",6015,"emoni bates",6,"PointsPerGame",2.7
"CLE",6015,"emoni bates",6,"TotalReboundsPerGame",0.9
"CLE",6015,"emoni bates",6,"AssistsPerGame",0.7
"CLE",6015,"emoni bates",6,"StealsPerGame",0.1
"CLE",6015,"emoni bates",6,"BlocksPerGame",0.1
"TOR",28025,"malik williams",28,"PointsPerGame",2.7
"TOR",28025,"malik williams",28,"TotalReboundsPerGame",5.4
"TOR",28025,"malik williams",28,"AssistsPerGame",0.3
"TOR",28025,"malik williams",28,"StealsPerGame",0.4
"TOR",28025,"malik williams",28,"BlocksPerGame",0.6
"LAC",13004,"moussa diabaté",13,"PointsPerGame",2.6
"LAC",13004,"moussa diabaté",13,"TotalReboundsPerGame",2.2
"LAC",13004,"moussa diabaté",13,"AssistsPerGame",0.4
"LAC",13004,"moussa diabaté",13,"StealsPerGame",0.5
"LAC",13004,"moussa diabaté",13,"BlocksPerGame",0.1
"MEM",15026,"timmy allen",15,"PointsPerGame",2.6
"MEM",15026,"timmy allen",15,"TotalReboundsPerGame",3.4
"MEM",15026,"timmy allen",15,"AssistsPerGame",1
"MEM",15026,"timmy allen",15,"StealsPerGame",0.8
"MEM",15026,"timmy allen",15,"BlocksPerGame",0
"TOR",28027,"otto porter jr.",28,"PointsPerGame",2.6
"TOR",28027,"otto porter jr.",28,"TotalReboundsPerGame",1.9
"TOR",28027,"otto porter jr.",28,"AssistsPerGame",0.5
"TOR",28027,"otto porter jr.",28,"StealsPerGame",0.3
"TOR",28027,"otto porter jr.",28,"BlocksPerGame",0.3
"DAL",7017,"greg brown iii",7,"PointsPerGame",2.5
"DAL",7017,"greg brown iii",7,"TotalReboundsPerGame",1.5
"DAL",7017,"greg brown iii",7,"AssistsPerGame",0.7
"DAL",7017,"greg brown iii",7,"StealsPerGame",0
"DAL",7017,"greg brown iii",7,"BlocksPerGame",0.7
"DAL",7015,"markieff morris",7,"PointsPerGame",2.5
"DAL",7015,"markieff morris",7,"TotalReboundsPerGame",1.5
"DAL",7015,"markieff morris",7,"AssistsPerGame",0.6
"DAL",7015,"markieff morris",7,"StealsPerGame",0.2
"DAL",7015,"markieff morris",7,"BlocksPerGame",0.1
"MEM",15022,"tosan evbuomwan",15,"PointsPerGame",2.5
"MEM",15022,"tosan evbuomwan",15,"TotalReboundsPerGame",3.5
"MEM",15022,"tosan evbuomwan",15,"AssistsPerGame",1.5
"MEM",15022,"tosan evbuomwan",15,"StealsPerGame",0
"MEM",15022,"tosan evbuomwan",15,"BlocksPerGame",0.3
