"Team","Player_ID","Player","Team_Index","Stats","Value"
"ATL",1003,"vit krejci",1,"StealsPerGame",0.6
"ATL",1003,"vit krejci",1,"BlocksPerGame",0.3
"BRK",3001,"ben simmons",3,"PointsPerGame",6.1
"BRK",3001,"ben simmons",3,"TotalReboundsPerGame",7.9
"BRK",3001,"ben simmons",3,"AssistsPerGame",5.7
"BRK",3001,"ben simmons",3,"StealsPerGame",0.8
"BRK",3001,"ben simmons",3,"BlocksPerGame",0.6
"MIA",16006,"haywood highsmith",16,"PointsPerGame",6.1
"MIA",16006,"haywood highsmith",16,"TotalReboundsPerGame",3.2
"MIA",16006,"haywood highsmith",16,"AssistsPerGame",1.1
"MIA",16006,"haywood highsmith",16,"StealsPerGame",0.8
"MIA",16006,"haywood highsmith",16,"BlocksPerGame",0.5
"POR",25009,"kris murray",25,"PointsPerGame",6.1
"POR",25009,"kris murray",25,"TotalReboundsPerGame",3.6
"POR",25009,"kris murray",25,"AssistsPerGame",1.3
"POR",25009,"kris murray",25,"StealsPerGame",0.9
"POR",25009,"kris murray",25,"BlocksPerGame",0.3
"MEM",15023,"zavier simpson",15,"PointsPerGame",6
"MEM",15023,"zavier simpson",15,"TotalReboundsPerGame",2.9
"MEM",15023,"zavier simpson",15,"AssistsPerGame",3.6
"MEM",15023,"zavier simpson",15,"StealsPerGame",1
"MEM",15023,"zavier simpson",15,"BlocksPerGame",0.4
"MEM",2014,"xavier tillman sr.",15,"PointsPerGame",6
"MEM",2014,"xavier tillman sr.",15,"TotalReboundsPerGame",4.6
"MEM",2014,"xavier tillman sr.",15,"AssistsPerGame",1.7
"MEM",2014,"xavier tillman sr.",15,"StealsPerGame",1.2
"MEM",2014,"xavier tillman sr.",15,"BlocksPerGame",1
"SAS",12016,"doug mcdermott",27,"PointsPerGame",6
"SAS",12016,"doug mcdermott",27,"TotalReboundsPerGame",1
"SAS",12016,"doug mcdermott",27,"AssistsPerGame",1.2
"SAS",12016,"doug mcdermott",27,"StealsPerGame",0.2
"SAS",12016,"doug mcdermott",27,"BlocksPerGame",0
"CHA",4010,"nick smith jr.",4,"PointsPerGame",5.9
"CHA",4010,"nick smith jr.",4,"TotalReboundsPerGame",1.4
"CHA",4010,"nick smith jr.",4,"AssistsPerGame",1.2
"CHA",4010,"nick smith jr.",4,"StealsPerGame",0.2
"CHA",4010,"nick smith jr.",4,"BlocksPerGame",0.1
"WAS",30017,"justin champagnie",30,"PointsPerGame",5.9
"WAS",30017,"justin champagnie",30,"TotalReboundsPerGame",3.5
"WAS",30017,"justin champagnie",30,"AssistsPerGame",1.3
"WAS",30017,"justin champagnie",30,"StealsPerGame",0.7
"WAS",30017,"justin champagnie",30,"BlocksPerGame",0.6
"BRK",3011,"noah clowney",3,"PointsPerGame",5.8
"BRK",3011,"noah clowney",3,"TotalReboundsPerGame",3.5
"BRK",3011,"noah clowney",3,"AssistsPerGame",0.8
"BRK",3011,"noah clowney",3,"StealsPerGame",0.3
"BRK",3011,"noah clowney",3,"BlocksPerGame",0.7
"MIA",16001,"patty mills",16,"PointsPerGame",5.8
"MIA",16001,"patty mills",16,"TotalReboundsPerGame",1.2
"MIA",16001,"patty mills",16,"AssistsPerGame",1.5
"MIA",16001,"patty mills",16,"StealsPerGame",0.8
"MIA",16001,"patty mills",16,"BlocksPerGame",0
"NOP",19001,"dyson daniels",19,"PointsPerGame",5.8
"NOP",19001,"dyson daniels",19,"TotalReboundsPerGame",3.9
"NOP",19001,"dyson daniels",19,"AssistsPerGame",2.7
"NOP",19001,"dyson daniels",19,"StealsPerGame",1.4
"NOP",19001,"dyson daniels",19,"BlocksPerGame",0.4
"CHI",5013,"torrey craig",5,"PointsPerGame",5.7
"CHI",5013,"torrey craig",5,"TotalReboundsPerGame",4.1
"CHI",5013,"torrey craig",5,"AssistsPerGame",1.1
"CHI",5013,"torrey craig",5,"StealsPerGame",0.6
"CHI",5013,"torrey craig",5,"BlocksPerGame",0.4
"MEM",15027,"jaylen nowell",15,"PointsPerGame",5.7
"MEM",15027,"jaylen nowell",15,"TotalReboundsPerGame",1.6
"MEM",15027,"jaylen nowell",15,"AssistsPerGame",1.8
"MEM",15027,"jaylen nowell",15,"StealsPerGame",0.3
"MEM",15027,"jaylen nowell",15,"BlocksPerGame",0
"MIA",16013,"thomas bryant",16,"PointsPerGame",5.7
"MIA",16013,"thomas bryant",16,"TotalReboundsPerGame",3.7
"MIA",16013,"thomas bryant",16,"AssistsPerGame",0.6
"MIA",16013,"thomas bryant",16,"StealsPerGame",0.3
"MIA",16013,"thomas bryant",16,"BlocksPerGame",0.4
"NOP",19010,"larry nance jr.",19,"PointsPerGame",5.7
"NOP",19010,"larry nance jr.",19,"TotalReboundsPerGame",5
"NOP",19010,"larry nance jr.",19,"AssistsPerGame",1.9
"NOP",19010,"larry nance jr.",19,"StealsPerGame",1
"NOP",19010,"larry nance jr.",19,"BlocksPerGame",0.3
"CLE",6011,"craig porter jr.",6,"PointsPerGame",5.6
"CLE",6011,"craig porter jr.",6,"TotalReboundsPerGame",2.1
"CLE",6011,"craig porter jr.",6,"AssistsPerGame",2.3
"CLE",6011,"craig porter jr.",6,"StealsPerGame",0.4
"CLE",6011,"craig porter jr.",6,"BlocksPerGame",0.3
"MIL",17007,"pat connaughton",17,"PointsPerGame",5.6
"MIL",17007,"pat connaughton",17,"TotalReboundsPerGame",3.1
"MIL",17007,"pat connaughton",17,"AssistsPerGame",2.1
"MIL",17007,"pat connaughton",17,"StealsPerGame",0.5
"MIL",17007,"pat connaughton",17,"BlocksPerGame",0.3
"NYK",20014,"mitchell robinson",20,"PointsPerGame",5.6
"NYK",20014,"mitchell robinson",20,"TotalReboundsPerGame",8.5
"NYK",20014,"mitchell robinson",20,"AssistsPerGame",0.6
"NYK",20014,"mitchell robinson",20,"StealsPerGame",1.2
"NYK",20014,"mitchell robinson",20,"BlocksPerGame",1.1
"BOS",2004,"neemias queta",2,"PointsPerGame",5.5
"BOS",2004,"neemias queta",2,"TotalReboundsPerGame",4.4
"BOS",2004,"neemias queta",2,"AssistsPerGame",0.7
"BOS",2004,"neemias queta",2,"StealsPerGame",0.5
"BOS",2004,"neemias queta",2,"BlocksPerGame",0.8
"DAL",7021,"dexter dennis",7,"PointsPerGame",5.5
"DAL",7021,"dexter dennis",7,"TotalReboundsPerGame",2.3
"DAL",7021,"dexter dennis",7,"AssistsPerGame",1
"DAL",7021,"dexter dennis",7,"StealsPerGame",0
"DAL",7021,"dexter dennis",7,"BlocksPerGame",0.3
"GSW",10016,"gary payton ii",10,"PointsPerGame",5.5
"GSW",10016,"gary payton ii",10,"TotalReboundsPerGame",2.6
"GSW",10016,"gary payton ii",10,"AssistsPerGame",1.1
"GSW",10016,"gary payton ii",10,"StealsPerGame",0.9
"GSW",10016,"gary payton ii",10,"BlocksPerGame",0.4
"PHI",23003,"nicolas batum",23,"PointsPerGame",5.5
"PHI",23003,"nicolas batum",23,"TotalReboundsPerGame",4.2
"PHI",23003,"nicolas batum",23,"AssistsPerGame",2.2
"PHI",23003,"nicolas batum",23,"StealsPerGame",0.8
"PHI",23003,"nicolas batum",23,"BlocksPerGame",0.6
"CLE",6010,"dean wade",6,"PointsPerGame",5.4
"CLE",6010,"dean wade",6,"TotalReboundsPerGame",4
"CLE",6010,"dean wade",6,"AssistsPerGame",0.8
"CLE",6010,"dean wade",6,"StealsPerGame",0.7
"CLE",6010,"dean wade",6,"BlocksPerGame",0.5
"LAL",14011,"cam reddish",14,"PointsPerGame",5.4
"LAL",14011,"cam reddish",14,"TotalReboundsPerGame",2.1
"LAL",14011,"cam reddish",14,"AssistsPerGame",1
"LAL",14011,"cam reddish",14,"StealsPerGame",1
"LAL",14011,"cam reddish",14,"BlocksPerGame",0.3
"NOP",19015,"matt ryan",19,"PointsPerGame",5.4
"NOP",19015,"matt ryan",19,"TotalReboundsPerGame",1.4
"NOP",19015,"matt ryan",19,"AssistsPerGame",0.6
"NOP",19015,"matt ryan",19,"StealsPerGame",0.2
"NOP",19015,"matt ryan",19,"BlocksPerGame",0
"PHI",23013,"ricky council iv",23,"PointsPerGame",5.4
"PHI",23013,"ricky council iv",23,"TotalReboundsPerGame",1.4
"PHI",23013,"ricky council iv",23,"AssistsPerGame",0.5
"PHI",23013,"ricky council iv",23,"StealsPerGame",0.3
"PHI",23013,"ricky council iv",23,"BlocksPerGame",0
"POR",25011,"matisse thybulle",25,"PointsPerGame",5.4
"POR",25011,"matisse thybulle",25,"TotalReboundsPerGame",2.1
"POR",25011,"matisse thybulle",25,"AssistsPerGame",1.4
"POR",25011,"matisse thybulle",25,"StealsPerGame",1.7
"POR",25011,"matisse thybulle",25,"BlocksPerGame",0.8
"SAC",26002,"sasha vezenkov",26,"PointsPerGame",5.4
"SAC",26002,"sasha vezenkov",26,"TotalReboundsPerGame",2.3
"SAC",26002,"sasha vezenkov",26,"AssistsPerGame",0.5
"SAC",26002,"sasha vezenkov",26,"StealsPerGame",0.5
"SAC",26002,"sasha vezenkov",26,"BlocksPerGame",0.2
"SAC",26014,"keon ellis",26,"PointsPerGame",5.4
"SAC",26014,"keon ellis",26,"TotalReboundsPerGame",2.2
"SAC",26014,"keon ellis",26,"AssistsPerGame",1.5
"SAC",26014,"keon ellis",26,"StealsPerGame",0.9
"SAC",26014,"keon ellis",26,"BlocksPerGame",0.5
"UTA",29007,"kris dunn",29,"PointsPerGame",5.4
"UTA",29007,"kris dunn",29,"TotalReboundsPerGame",2.9
"UTA",29007,"kris dunn",29,"AssistsPerGame",3.8
"UTA",29007,"kris dunn",29,"StealsPerGame",1
"UTA",29007,"kris dunn",29,"BlocksPerGame",0.4
"UTA",28012,"ochai agbaji",29,"PointsPerGame",5.4
"UTA",28012,"ochai agbaji",29,"TotalReboundsPerGame",2.5
"UTA",28012,"ochai agbaji",29,"AssistsPerGame",0.9
"UTA",28012,"ochai agbaji",29,"StealsPerGame",0.5
"UTA",28012,"ochai agbaji",29,"BlocksPerGame",0.6
"BOS",2013,"luke kornet",2,"PointsPerGame",5.3
"BOS",2013,"luke kornet",2,"TotalReboundsPerGame",4.1
"BOS",2013,"luke kornet",2,"AssistsPerGame",1.1
"BOS",2013,"luke kornet",2,"StealsPerGame",0.4
"BOS",2013,"luke kornet",2,"BlocksPerGame",1
"DET",9011,"stanley umude",9,"PointsPerGame",5.3
"DET",9011,"stanley umude",9,"TotalReboundsPerGame",2.1
"DET",9011,"stanley umude",9,"AssistsPerGame",0.5
"DET",9011,"stanley umude",9,"StealsPerGame",0.3
"DET",9011,"stanley umude",9,"BlocksPerGame",0.3
"LAC",13014,"mason plumlee",13,"PointsPerGame",5.3
"LAC",13014,"mason plumlee",13,"TotalReboundsPerGame",5.1
"LAC",13014,"mason plumlee",13,"AssistsPerGame",1.2
"LAC",13014,"mason plumlee",13,"StealsPerGame",0.3
"LAC",13014,"mason plumlee",13,"BlocksPerGame",0.4
"OKC",21015,"gordon hayward",21,"PointsPerGame",5.3
"OKC",21015,"gordon hayward",21,"TotalReboundsPerGame",2.5
"OKC",21015,"gordon hayward",21,"AssistsPerGame",1.6
"OKC",21015,"gordon hayward",21,"StealsPerGame",0.5
"OKC",21015,"gordon hayward",21,"BlocksPerGame",0
"SAC",26010,"davion mitchell",26,"PointsPerGame",5.3
"SAC",26010,"davion mitchell",26,"TotalReboundsPerGame",1.3
"SAC",26010,"davion mitchell",26,"AssistsPerGame",1.9
"SAC",26010,"davion mitchell",26,"StealsPerGame",0.2
"SAC",26010,"davion mitchell",26,"BlocksPerGame",0
"LAC",13013,"brandon boston jr.",13,"PointsPerGame",5.2
"LAC",13013,"brandon boston jr.",13,"TotalReboundsPerGame",1.6
"LAC",13013,"brandon boston jr.",13,"AssistsPerGame",0.4
"LAC",13013,"brandon boston jr.",13,"StealsPerGame",0.3
"LAC",13013,"brandon boston jr.",13,"BlocksPerGame",0.3
"LAL",14013,"jarred vanderbilt",14,"PointsPerGame",5.2
"LAL",14013,"jarred vanderbilt",14,"TotalReboundsPerGame",4.8
"LAL",14013,"jarred vanderbilt",14,"AssistsPerGame",1.2
"LAL",14013,"jarred vanderbilt",14,"StealsPerGame",1.2
"LAL",14013,"jarred vanderbilt",14,"BlocksPerGame",0.2
"PHO",24004,"bol bol",24,"PointsPerGame",5.2
"PHO",24004,"bol bol",24,"TotalReboundsPerGame",3.2
"PHO",24004,"bol bol",24,"AssistsPerGame",0.4
"PHO",24004,"bol bol",24,"StealsPerGame",0.2
"PHO",24004,"bol bol",24,"BlocksPerGame",0.6
"CHA",4009,"bryce mcgowens",4,"PointsPerGame",5.1
"CHA",4009,"bryce mcgowens",4,"TotalReboundsPerGame",1.7
"CHA",4009,"bryce mcgowens",4,"AssistsPerGame",0.9
"CHA",4009,"bryce mcgowens",4,"StealsPerGame",0.4
"CHA",4009,"bryce mcgowens",4,"BlocksPerGame",0.2
"MIN",18012,"monte morris",18,"PointsPerGame",5.1
"MIN",18012,"monte morris",18,"TotalReboundsPerGame",1.7
"MIN",18012,"monte morris",18,"AssistsPerGame",2.3
"MIN",18012,"monte morris",18,"StealsPerGame",0.7
"MIN",18012,"monte morris",18,"BlocksPerGame",0.3
"PHO",24007,"drew eubanks",24,"PointsPerGame",5.1
"PHO",24007,"drew eubanks",24,"TotalReboundsPerGame",4.3
"PHO",24007,"drew eubanks",24,"AssistsPerGame",0.8
"PHO",24007,"drew eubanks",24,"StealsPerGame",0.4
"PHO",24007,"drew eubanks",24,"BlocksPerGame",0.8
"TOR",9010,"malachi flynn",28,"PointsPerGame",5.1
"TOR",9010,"malachi flynn",28,"TotalReboundsPerGame",2.1
"TOR",9010,"malachi flynn",28,"AssistsPerGame",2.4
"TOR",9010,"malachi flynn",28,"StealsPerGame",0.6
"TOR",9010,"malachi flynn",28,"BlocksPerGame",0.2
"BRK",3013,"jalen wilson",3,"PointsPerGame",5
"BRK",3013,"jalen wilson",3,"TotalReboundsPerGame",3
"BRK",3013,"jalen wilson",3,"AssistsPerGame",1
"BRK",3013,"jalen wilson",3,"StealsPerGame",0.3
"BRK",3013,"jalen wilson",3,"BlocksPerGame",0.1
"CHI",5010,"jevon carter",5,"PointsPerGame",5
"CHI",5010,"jevon carter",5,"TotalReboundsPerGame",0.8
"CHI",5010,"jevon carter",5,"AssistsPerGame",1.3
"CHI",5010,"jevon carter",5,"StealsPerGame",0.5
"CHI",5010,"jevon carter",5,"BlocksPerGame",0.2
"DET",9023,"isaiah livers",9,"PointsPerGame",5
"DET",9023,"isaiah livers",9,"TotalReboundsPerGame",2.1
"DET",9023,"isaiah livers",9,"AssistsPerGame",1.1
"DET",9023,"isaiah livers",9,"StealsPerGame",0.6
"DET",9023,"isaiah livers",9,"BlocksPerGame",0.2
"ORL",22006,"goga bitadze",22,"PointsPerGame",5
"ORL",22006,"goga bitadze",22,"TotalReboundsPerGame",4.6
"ORL",22006,"goga bitadze",22,"AssistsPerGame",1.3
"ORL",22006,"goga bitadze",22,"StealsPerGame",0.5
"ORL",22006,"goga bitadze",22,"BlocksPerGame",1.2
"PHI",23021,"d.j. wilson",23,"PointsPerGame",5
"PHI",23021,"d.j. wilson",23,"TotalReboundsPerGame",1
"PHI",23021,"d.j. wilson",23,"AssistsPerGame",1
"PHI",23021,"d.j. wilson",23,"StealsPerGame",0
"PHI",23021,"d.j. wilson",23,"BlocksPerGame",1
"PHO",9015,"chimezie metu",24,"PointsPerGame",5
"PHO",9015,"chimezie metu",24,"TotalReboundsPerGame",3
"PHO",9015,"chimezie metu",24,"AssistsPerGame",0.5
"PHO",9015,"chimezie metu",24,"StealsPerGame",0.5
"PHO",9015,"chimezie metu",24,"BlocksPerGame",0.2
"PHO",15017,"jordan goodwin",24,"PointsPerGame",5
"PHO",15017,"jordan goodwin",24,"TotalReboundsPerGame",2.9
"PHO",15017,"jordan goodwin",24,"AssistsPerGame",2
"PHO",15017,"jordan goodwin",24,"StealsPerGame",0.6
"PHO",15017,"jordan goodwin",24,"BlocksPerGame",0.2
"SAS",27013,"devonte' graham",27,"PointsPerGame",5
"SAS",27013,"devonte' graham",27,"TotalReboundsPerGame",1.6
"SAS",27013,"devonte' graham",27,"AssistsPerGame",2.1
"SAS",27013,"devonte' graham",27,"StealsPerGame",0.4
"SAS",27013,"devonte' graham",27,"BlocksPerGame",0.1
"TOR",28022,"kobi simmons",28,"PointsPerGame",5
"TOR",28022,"kobi simmons",28,"TotalReboundsPerGame",1.8
"TOR",28022,"kobi simmons",28,"AssistsPerGame",3
"TOR",28022,"kobi simmons",28,"StealsPerGame",1.5
"TOR",28022,"kobi simmons",28,"BlocksPerGame",0.5
"TOR",24014,"thaddeus young",28,"PointsPerGame",5
"TOR",24014,"thaddeus young",28,"TotalReboundsPerGame",3.3
"TOR",24014,"thaddeus young",28,"AssistsPerGame",2.2
"TOR",24014,"thaddeus young",28,"StealsPerGame",0.8
"TOR",24014,"thaddeus young",28,"BlocksPerGame",0.1
"ATL",1008,"garrison mathews",1,"PointsPerGame",4.9
"ATL",1008,"garrison mathews",1,"TotalReboundsPerGame",1.4
"ATL",1008,"garrison mathews",1,"AssistsPerGame",0.6
"ATL",1008,"garrison mathews",1,"StealsPerGame",0.3
"ATL",1008,"garrison mathews",1,"BlocksPerGame",0.1
"DET",9009,"jared rhoden",9,"PointsPerGame",4.9
"DET",9009,"jared rhoden",9,"TotalReboundsPerGame",1.9
"DET",9009,"jared rhoden",9,"AssistsPerGame",0.8
"DET",9009,"jared rhoden",9,"StealsPerGame",0.2
"DET",9009,"jared rhoden",9,"BlocksPerGame",0.8
"HOU",11001,"jock landale",11,"PointsPerGame",4.9
"HOU",11001,"jock landale",11,"TotalReboundsPerGame",3.1
"HOU",11001,"jock landale",11,"AssistsPerGame",1.2
"HOU",11001,"jock landale",11,"StealsPerGame",0.4
"HOU",11001,"jock landale",11,"BlocksPerGame",0.6
"ATL",1015,"kobe bufkin",1,"PointsPerGame",4.8
"ATL",1015,"kobe bufkin",1,"TotalReboundsPerGame",1.9
"ATL",1015,"kobe bufkin",1,"AssistsPerGame",1.6
"ATL",1015,"kobe bufkin",1,"StealsPerGame",0.4
"ATL",1015,"kobe bufkin",1,"BlocksPerGame",0.3
"MEM",15024,"dejon jarreau",15,"PointsPerGame",4.8
"MEM",15024,"dejon jarreau",15,"TotalReboundsPerGame",4.9
"MEM",15024,"dejon jarreau",15,"AssistsPerGame",2.9
"MEM",15024,"dejon jarreau",15,"StealsPerGame",0.7
"MEM",15024,"dejon jarreau",15,"BlocksPerGame",0.2
"WAS",30004,"eugene omoruyi",30,"PointsPerGame",4.8
"WAS",30004,"eugene omoruyi",30,"TotalReboundsPerGame",2
"WAS",30004,"eugene omoruyi",30,"AssistsPerGame",0.8
"WAS",30004,"eugene omoruyi",30,"StealsPerGame",0.6
"WAS",30004,"eugene omoruyi",30,"BlocksPerGame",0.1
"MEM",3015,"jacob gilyard",15,"PointsPerGame",4.7
"MEM",3015,"jacob gilyard",15,"TotalReboundsPerGame",1.2
"MEM",3015,"jacob gilyard",15,"AssistsPerGame",3.5
"MEM",3015,"jacob gilyard",15,"StealsPerGame",0.7
"MEM",3015,"jacob gilyard",15,"BlocksPerGame",0.1
"OKC",21013,"kenrich williams",21,"PointsPerGame",4.7
"OKC",21013,"kenrich williams",21,"TotalReboundsPerGame",3
"OKC",21013,"kenrich williams",21,"AssistsPerGame",1.3
"OKC",21013,"kenrich williams",21,"StealsPerGame",0.6
"OKC",21013,"kenrich williams",21,"BlocksPerGame",0.1
"ORL",22012,"anthony black",22,"PointsPerGame",4.6
"ORL",22012,"anthony black",22,"TotalReboundsPerGame",2
"ORL",22012,"anthony black",22,"AssistsPerGame",1.3
"ORL",22012,"anthony black",22,"StealsPerGame",0.5
"ORL",22012,"anthony black",22,"BlocksPerGame",0.3
"PHO",24003,"josh okogie",24,"PointsPerGame",4.6
"PHO",24003,"josh okogie",24,"TotalReboundsPerGame",2.6
"PHO",24003,"josh okogie",24,"AssistsPerGame",1.1
"PHO",24003,"josh okogie",24,"StealsPerGame",0.8
"PHO",24003,"josh okogie",24,"BlocksPerGame",0.4
"UTA",29003,"omer yurtseven",29,"PointsPerGame",4.6
"UTA",29003,"omer yurtseven",29,"TotalReboundsPerGame",4.3
"UTA",29003,"omer yurtseven",29,"AssistsPerGame",0.6
"UTA",29003,"omer yurtseven",29,"StealsPerGame",0.2
"UTA",29003,"omer yurtseven",29,"BlocksPerGame",0.4
"DEN",8014,"julian strawther",8,"PointsPerGame",4.5
"DEN",8014,"julian strawther",8,"TotalReboundsPerGame",1.2
"DEN",8014,"julian strawther",8,"AssistsPerGame",0.9
"DEN",8014,"julian strawther",8,"StealsPerGame",0.3
"DEN",8014,"julian strawther",8,"BlocksPerGame",0.1
"GSW",10010,"kevon looney",10,"PointsPerGame",4.5
"GSW",10010,"kevon looney",10,"TotalReboundsPerGame",5.7
"GSW",10010,"kevon looney",10,"AssistsPerGame",1.8
"GSW",10010,"kevon looney",10,"StealsPerGame",0.4
"GSW",10010,"kevon looney",10,"BlocksPerGame",0.4
"MIL",17011,"a.j. green",17,"PointsPerGame",4.5
"MIL",17011,"a.j. green",17,"TotalReboundsPerGame",1.1
"MIL",17011,"a.j. green",17,"AssistsPerGame",0.5
"MIL",17011,"a.j. green",17,"StealsPerGame",0.2
"MIL",17011,"a.j. green",17,"BlocksPerGame",0.1
"PHI",23015,"robert covington",23,"PointsPerGame",4.5
"PHI",23015,"robert covington",23,"TotalReboundsPerGame",3.4
"PHI",23015,"robert covington",23,"AssistsPerGame",0.7
"PHI",23015,"robert covington",23,"StealsPerGame",1.3
"PHI",23015,"robert covington",23,"BlocksPerGame",0.6
"PHO",3017,"keita bates-diop",24,"PointsPerGame",4.5
"PHO",3017,"keita bates-diop",24,"TotalReboundsPerGame",2.6
"PHO",3017,"keita bates-diop",24,"AssistsPerGame",0.9
"PHO",3017,"keita bates-diop",24,"StealsPerGame",0.6
"PHO",3017,"keita bates-diop",24,"BlocksPerGame",0.5
"POR",25021,"taze moore",25,"PointsPerGame",4.5
"POR",25021,"taze moore",25,"TotalReboundsPerGame",2
"POR",25021,"taze moore",25,"AssistsPerGame",1.3
"POR",25021,"taze moore",25,"StealsPerGame",0.5
"POR",25021,"taze moore",25,"BlocksPerGame",0
"DAL",7007,"maxi kleber",7,"PointsPerGame",4.4
"DAL",7007,"maxi kleber",7,"TotalReboundsPerGame",3.3
"DAL",7007,"maxi kleber",7,"AssistsPerGame",1.6
"DAL",7007,"maxi kleber",7,"StealsPerGame",0.4
"DAL",7007,"maxi kleber",7,"BlocksPerGame",0.7
"GSW",10014,"lester quinones",10,"PointsPerGame",4.4
"GSW",10014,"lester quinones",10,"TotalReboundsPerGame",1.9
"GSW",10014,"lester quinones",10,"AssistsPerGame",1
"GSW",10014,"lester quinones",10,"StealsPerGame",0.2
"GSW",10014,"lester quinones",10,"BlocksPerGame",0.1
"IND",12010,"ben sheppard",12,"PointsPerGame",4.4
"IND",12010,"ben sheppard",12,"TotalReboundsPerGame",1.6
"IND",12010,"ben sheppard",12,"AssistsPerGame",0.9
"IND",12010,"ben sheppard",12,"StealsPerGame",0.6
"IND",12010,"ben sheppard",12,"BlocksPerGame",0
"MIL",17014,"marjon beauchamp",17,"PointsPerGame",4.4
"MIL",17014,"marjon beauchamp",17,"TotalReboundsPerGame",2.1
"MIL",17014,"marjon beauchamp",17,"AssistsPerGame",0.6
"MIL",17014,"marjon beauchamp",17,"StealsPerGame",0.3
"MIL",17014,"marjon beauchamp",17,"BlocksPerGame",0.1
"ORL",22001,"joe ingles",22,"PointsPerGame",4.4
"ORL",22001,"joe ingles",22,"TotalReboundsPerGame",2.1
"ORL",22001,"joe ingles",22,"AssistsPerGame",3
"ORL",22001,"joe ingles",22,"StealsPerGame",0.6
"ORL",22001,"joe ingles",22,"BlocksPerGame",0.1
"PHI",23010,"mo bamba",23,"PointsPerGame",4.4
"PHI",23010,"mo bamba",23,"TotalReboundsPerGame",4.2
"PHI",23010,"mo bamba",23,"AssistsPerGame",0.7
"PHI",23010,"mo bamba",23,"StealsPerGame",0.4
"PHI",23010,"mo bamba",23,"BlocksPerGame",1.1
"SAS",27016,"dominick barlow",27,"PointsPerGame",4.4
"SAS",27016,"dominick barlow",27,"TotalReboundsPerGame",3.4
"SAS",27016,"dominick barlow",27,"AssistsPerGame",1.1
"SAS",27016,"dominick barlow",27,"StealsPerGame",0.4
"SAS",27016,"dominick barlow",27,"BlocksPerGame",0.4
"SAS",27010,"blake wesley",27,"PointsPerGame",4.4
"SAS",27010,"blake wesley",27,"TotalReboundsPerGame",1.5
"SAS",27010,"blake wesley",27,"AssistsPerGame",2.7
"SAS",27010,"blake wesley",27,"StealsPerGame",0.5
"SAS",27010,"blake wesley",27,"BlocksPerGame",0.1
"TOR",28026,"jontay porter",28,"PointsPerGame",4.4
"TOR",28026,"jontay porter",28,"TotalReboundsPerGame",3.2
"TOR",28026,"jontay porter",28,"AssistsPerGame",2.3
"TOR",28026,"jontay porter",28,"StealsPerGame",0.8
"TOR",28026,"jontay porter",28,"BlocksPerGame",0.8
"WAS",30015,"patrick baldwin jr.",30,"PointsPerGame",4.4
"WAS",30015,"patrick baldwin jr.",30,"TotalReboundsPerGame",3.2
"WAS",30015,"patrick baldwin jr.",30,"AssistsPerGame",0.8
"WAS",30015,"patrick baldwin jr.",30,"StealsPerGame",0.5
"WAS",30015,"patrick baldwin jr.",30,"BlocksPerGame",0.4
"DAL",4016,"seth curry",7,"PointsPerGame",4.3
"DAL",4016,"seth curry",7,"TotalReboundsPerGame",1.4
"DAL",4016,"seth curry",7,"AssistsPerGame",0.8
"DAL",4016,"seth curry",7,"StealsPerGame",0.5
"DAL",4016,"seth curry",7,"BlocksPerGame",0.1
"LAL",14007,"jaxson hayes",14,"PointsPerGame",4.3
"LAL",14007,"jaxson hayes",14,"TotalReboundsPerGame",3
"LAL",14007,"jaxson hayes",14,"AssistsPerGame",0.5
"LAL",14007,"jaxson hayes",14,"StealsPerGame",0.5
"LAL",14007,"jaxson hayes",14,"BlocksPerGame",0.4
"MEM",15006,"john konchar",15,"PointsPerGame",4.3
"MEM",15006,"john konchar",15,"TotalReboundsPerGame",4.7
"MEM",15006,"john konchar",15,"AssistsPerGame",2
"MEM",15006,"john konchar",15,"StealsPerGame",0.9
"MEM",15006,"john konchar",15,"BlocksPerGame",0.9
"MIA",16021,"dru smith",16,"PointsPerGame",4.3
"MIA",16021,"dru smith",16,"TotalReboundsPerGame",1.6
"MIA",16021,"dru smith",16,"AssistsPerGame",1.6
"MIA",16021,"dru smith",16,"StealsPerGame",1
"MIA",16021,"dru smith",16,"BlocksPerGame",0.3
"ORL",22002,"caleb houstan",22,"PointsPerGame",4.3
"ORL",22002,"caleb houstan",22,"TotalReboundsPerGame",1.4
"ORL",22002,"caleb houstan",22,"AssistsPerGame",0.5
"ORL",22002,"caleb houstan",22,"StealsPerGame",0.3
"ORL",22002,"caleb houstan",22,"BlocksPerGame",0.1
"PHI",23014,"jeff dowtin",23,"PointsPerGame",4.3
"PHI",23014,"jeff dowtin",23,"TotalReboundsPerGame",1.7
"PHI",23014,"jeff dowtin",23,"AssistsPerGame",2.3
"PHI",23014,"jeff dowtin",23,"StealsPerGame",0.6
"PHI",23014,"jeff dowtin",23,"BlocksPerGame",0.1
"BRK",3021,"armoni brooks",3,"PointsPerGame",4.2
"BRK",3021,"armoni brooks",3,"TotalReboundsPerGame",1.8
"BRK",3021,"armoni brooks",3,"AssistsPerGame",0.5
"BRK",3021,"armoni brooks",3,"StealsPerGame",0.1
"BRK",3021,"armoni brooks",3,"BlocksPerGame",0.1
"LAL",14009,"max christie",14,"PointsPerGame",4.2
"LAL",14009,"max christie",14,"TotalReboundsPerGame",2.1
