"Team_Index","Player","FirstName","LastName","Age","TotalGamesPlayed","TotalGamesStarted","TotalMinutesPlayed","TotalFieldGoalsPerGame","TotalFieldGoalAttempts","TotalFieldGoals","TotalThreePointFieldGoalsPerGame","TotalThreePointFieldGoalAttempts","TotalThreePointFieldGoalPercent","TotalTwoPointFieldGoalsPerGame","TotalTwoPointFieldGoalAttempts","TotalTwoPointFieldGoalPercent","TotalEffectiveFieldGoalPercent","TotalFreeThrows","TotalFreeThrowAttempts","TotalFreeThrowPercent","TotalOffensiveRebounds","TotalDefensiveRebounds","TotalRebounds","TotalAssists","TotalSteals","TotalBlocks","TotalTurnovers","TotalPersonalFouls","TotalPoints","Team","Position","Player_ID"
23,"p.j. tucker","p.j.","tucker",38,3,3,66,2,5,0.4,2,5,0.4,0,0,0,0.6,0,0,0,1,13,14,0,3,2,2,9,6,"PHI","pf",13018
23,"danny green","danny","green",36,2,0,18,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,1,0,"PHI","sg",23022
23,"d.j. wilson","d.j.","wilson",27,2,0,15,4,6,0.667,2,2,1,2,4,0.5,0.833,0,0,0,1,1,2,2,0,2,0,1,10,"PHI","pf",23021
23,"javonte smart","javonte","smart",24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PHI","pg",23025
24,"kevin durant","kevin","durant",35,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,"PHO","pf",24005
24,"grayson allen","grayson","allen",28,75,74,2513,340,682,0.499,205,445,0.461,135,237,0.57,0.649,129,147,0.878,48,247,295,227,69,45,95,157,1014,"PHO","sg",24006
24,"devin booker","devin","booker",27,68,68,2447,642,1305,0.492,152,418,0.364,490,887,0.552,0.55,405,457,0.886,56,252,308,472,61,28,178,206,1841,"PHO","pg",24008
24,"jusuf nurkić","jusuf","nurkić",29,76,76,2078,320,627,0.51,22,90,0.244,298,537,0.555,0.528,167,261,0.64,224,613,837,301,81,80,175,254,829,"PHO","c",24001
24,"eric gordon","eric","gordon",35,68,24,1893,274,618,0.443,150,397,0.378,124,221,0.561,0.565,51,64,0.797,16,106,122,139,66,30,73,79,749,"PHO","sg",24009
24,"bradley beal","bradley","beal",30,53,53,1767,377,735,0.513,101,235,0.43,276,500,0.552,0.582,109,134,0.813,54,178,232,265,52,27,131,127,964,"PHO","sg",24011
24,"drew eubanks","drew","eubanks",26,75,6,1169,152,253,0.601,3,3,1,149,250,0.596,0.607,72,93,0.774,103,219,322,63,27,61,61,115,379,"PHO","c",24007
24,"josh okogie","josh","okogie",25,60,11,960,86,206,0.417,29,94,0.309,57,112,0.509,0.488,76,102,0.745,74,80,154,64,48,24,36,68,277,"PHO","sg",24003
24,"royce o'neale","royce","o'neale",30,30,8,752,88,214,0.411,59,157,0.376,29,57,0.509,0.549,9,13,0.692,22,134,156,82,27,15,22,54,244,"PHO","sf",24010
24,"keita bates-diop","keita","bates-diop",28,39,8,597,64,150,0.427,20,64,0.313,44,86,0.512,0.493,26,36,0.722,30,71,101,34,22,20,13,33,174,"PHO","sf",3017
24,"jordan goodwin","jordan","goodwin",25,40,0,558,75,193,0.389,23,80,0.288,52,113,0.46,0.448,25,29,0.862,40,77,117,78,23,9,29,43,198,"PHO","pg",15017
24,"bol bol","bol","bol",24,43,0,469,93,151,0.616,22,52,0.423,71,99,0.717,0.689,15,19,0.789,32,105,137,17,10,25,19,42,223,"PHO","pf",24004
24,"nassir little","nassir","little",23,45,2,458,57,124,0.46,21,70,0.3,36,54,0.667,0.544,17,20,0.85,14,61,75,21,10,10,14,39,152,"PHO","sf",24012
24,"chimezie metu","chimezie","metu",26,37,5,448,66,130,0.508,15,51,0.294,51,79,0.646,0.565,38,43,0.884,24,86,110,19,19,9,27,39,185,"PHO","c",9015
24,"yuta watanabe","yuta","watanabe",29,29,0,382,35,97,0.361,24,75,0.32,11,22,0.5,0.485,10,15,0.667,11,34,45,10,9,7,16,34,104,"PHO","sf",15003
24,"saben lee","saben","lee",24,24,0,185,20,55,0.364,2,16,0.125,18,39,0.462,0.382,29,39,0.744,9,22,31,30,7,3,8,13,71,"PHO","pg",24015
24,"udoka azubuike","udoka","azubuike",24,16,0,113,16,23,0.696,0,0,0,16,23,0.696,0.696,3,13,0.231,11,21,32,3,1,6,4,17,35,"PHO","c",24002
24,"david roddy","david","roddy",22,17,0,63,10,23,0.435,1,8,0.125,9,15,0.6,0.457,1,1,1,2,9,11,4,2,0,3,4,22,"PHO","pf",24016
24,"isaiah thomas","isaiah","thomas",34,6,0,19,3,10,0.3,2,4,0.5,1,6,0.167,0.4,0,0,0,0,0,0,3,0,0,0,0,8,"PHO","pg",24017
24,"théo maledon","théo","maledon",22,4,0,13,1,4,0.25,0,0,0,1,4,0.25,0.25,3,3,1,0,1,1,0,0,0,3,3,5,"PHO","pg",24021
25,"jerami grant","jerami","grant",29,54,54,1830,383,850,0.451,111,276,0.402,272,574,0.474,0.516,255,312,0.817,37,154,191,152,45,34,116,117,1132,"POR","pf",25014
25,"deandre ayton","deandre","ayton",25,55,55,1784,427,749,0.57,1,10,0.1,426,739,0.576,0.571,65,79,0.823,176,433,609,90,56,42,99,109,920,"POR","c",25002
25,"scoot henderson","scoot","henderson",19,62,32,1765,307,797,0.385,87,268,0.325,220,529,0.416,0.44,167,204,0.819,53,141,194,336,48,13,212,195,868,"POR","pg",25012
25,"toumani camara","toumani","camara",23,70,49,1739,197,438,0.45,58,172,0.337,139,266,0.523,0.516,75,99,0.758,139,204,343,87,66,33,84,174,527,"POR","pf",25001
25,"jabari walker","jabari","walker",21,72,23,1700,234,509,0.46,41,139,0.295,193,370,0.522,0.5,129,171,0.754,151,357,508,71,42,22,66,173,638,"POR","sf",25008
25,"anfernee simons","anfernee","simons",24,46,46,1582,360,837,0.43,156,405,0.385,204,432,0.472,0.523,163,178,0.916,22,145,167,255,23,5,126,98,1039,"POR","sg",25015
25,"matisse thybulle","matisse","thybulle",26,65,19,1487,126,317,0.397,80,231,0.346,46,86,0.535,0.524,22,29,0.759,30,106,136,90,113,49,40,93,354,"POR","sf",25011
25,"kris murray","kris","murray",23,62,29,1348,145,366,0.396,49,183,0.268,96,183,0.525,0.463,37,56,0.661,85,139,224,80,53,21,55,92,376,"POR","sf",25009
25,"duop reath","duop","reath",27,68,20,1214,230,499,0.461,88,245,0.359,142,254,0.559,0.549,69,93,0.742,93,157,250,67,33,38,52,161,617,"POR","c",25007
25,"malcolm brogdon","malcolm","brogdon",31,39,25,1121,218,496,0.44,82,199,0.412,136,297,0.458,0.522,95,116,0.819,28,120,148,214,27,8,60,58,613,"POR","pg",25013
25,"shaedon sharpe","shaedon","sharpe",20,32,25,1059,176,434,0.406,60,180,0.333,116,254,0.457,0.475,98,119,0.824,42,118,160,94,28,12,72,88,510,"POR","sg",25003
25,"dalano banton","dalano","banton",24,30,8,876,183,449,0.408,57,183,0.311,126,266,0.474,0.471,78,100,0.78,29,114,143,108,28,17,67,44,501,"POR","pg",25004
25,"rayan rupert","rayan","rupert",19,39,12,633,54,161,0.335,28,78,0.359,26,83,0.313,0.422,19,25,0.76,24,68,92,62,12,3,31,56,155,"POR","sg",25005
25,"justin minaya","justin","minaya",24,34,1,381,22,74,0.297,12,49,0.245,10,25,0.4,0.378,5,9,0.556,30,26,56,21,9,10,9,35,61,"POR","sf",25017
25,"skylar mays","skylar","mays",26,21,5,356,53,138,0.384,14,49,0.286,39,89,0.438,0.435,13,17,0.765,9,28,37,75,14,3,18,20,133,"POR","sg",14012
25,"ashton hagans","ashton","hagans",24,19,1,316,29,71,0.408,8,25,0.32,21,46,0.457,0.465,14,17,0.824,14,31,45,54,11,9,30,40,80,"POR","pg",25018
25,"ibou badji","ibou","badji",21,22,1,226,14,22,0.636,0,0,0,14,22,0.636,0.636,6,12,0.5,20,31,51,13,3,20,15,46,34,"POR","c",25006
25,"moses brown","moses","brown",24,22,5,200,33,65,0.508,0,0,0,33,65,0.508,0.508,9,31,0.29,37,49,86,7,5,7,11,27,75,"POR","c",25010
25,"robert williams","robert","williams",26,6,0,119,17,26,0.654,0,0,0,17,26,0.654,0.654,7,9,0.778,11,27,38,5,7,7,7,17,41,"POR","c",25016
25,"ish wainright","ish","wainright",29,7,0,46,6,18,0.333,6,16,0.375,0,2,0,0.5,2,2,1,0,9,9,0,2,1,1,4,20,"POR","sf",24018
25,"taze moore","taze","moore",25,4,0,40,8,19,0.421,1,7,0.143,7,12,0.583,0.447,1,2,0.5,4,4,8,5,2,0,3,4,18,"POR","sg",25021
26,"domantas sabonis","domantas","sabonis",27,82,82,2928,634,1068,0.594,33,87,0.379,601,981,0.613,0.609,292,415,0.704,294,826,1120,673,74,48,272,250,1593,"SAC","c",26005
26,"de'aaron fox","de'aaron","fox",26,74,74,2659,720,1549,0.465,214,580,0.369,506,969,0.522,0.534,312,423,0.738,67,273,340,418,150,31,194,193,1966,"SAC","pg",26008
26,"keegan murray","keegan","murray",23,77,77,2588,443,975,0.454,183,511,0.358,260,464,0.56,0.548,103,124,0.831,106,314,420,129,79,59,64,205,1172,"SAC","sf",26007
26,"harrison barnes","harrison","barnes",31,82,82,2381,347,732,0.474,149,385,0.387,198,347,0.571,0.576,157,196,0.801,67,182,249,99,54,12,58,98,1000,"SAC","pf",26006
26,"malik monk","malik","monk",25,72,0,1872,396,893,0.443,148,423,0.35,248,470,0.528,0.526,170,205,0.829,28,184,212,370,45,39,150,156,1110,"SAC","sg",26009
26,"kevin huerter","kevin","huerter",25,64,59,1562,248,560,0.443,123,341,0.361,125,219,0.571,0.553,36,47,0.766,38,186,224,166,45,23,53,135,655,"SAC","sg",26011
26,"trey lyles","trey","lyles",28,58,0,1158,143,321,0.445,84,219,0.384,59,102,0.578,0.576,49,70,0.7,61,196,257,72,17,19,38,86,419,"SAC","pf",26001
26,"davion mitchell","davion","mitchell",25,72,4,1101,146,323,0.452,57,158,0.361,89,165,0.539,0.54,30,42,0.714,19,76,95,134,17,3,43,85,379,"SAC","pg",26010
26,"keon ellis","keon","ellis",24,57,21,978,107,232,0.461,70,168,0.417,37,64,0.578,0.612,26,35,0.743,32,92,124,85,51,29,37,112,310,"SAC","sg",26014
26,"chris duarte","chris","duarte",26,59,11,719,80,210,0.381,44,127,0.346,36,83,0.434,0.486,26,33,0.788,26,80,106,44,28,8,26,80,230,"SAC","sf",26003
26,"sasha vezenkov","sasha","vezenkov",28,42,0,511,84,191,0.44,45,120,0.375,39,71,0.549,0.558,12,15,0.8,30,66,96,19,20,7,12,42,225,"SAC","pf",26002
26,"alex len","alex","len",30,48,0,444,50,81,0.617,0,3,0,50,78,0.641,0.617,20,34,0.588,46,82,128,50,11,33,27,66,120,"SAC","c",26004
26,"javale mcgee","javale","mcgee",36,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,"SAC","c",26013
26,"kessler edwards","kessler","edwards",23,54,0,275,34,82,0.415,20,52,0.385,14,30,0.467,0.537,5,9,0.556,9,33,42,15,10,4,4,26,93,"SAC","sf",26015
26,"colby jones","colby","jones",21,30,0,192,28,71,0.394,2,22,0.091,26,49,0.531,0.408,6,11,0.545,17,23,40,20,7,5,10,29,64,"SAC","sg",26018
26,"juan toscano-anderson","juan","toscano-anderson",30,11,0,53,3,12,0.25,1,4,0.25,2,8,0.25,0.292,0,0,0,4,10,14,4,1,1,2,11,7,"SAC","sf",26022
26,"jalen slawson","jalen","slawson",24,12,0,37,4,6,0.667,0,2,0,4,4,1,0.667,0,0,0,1,6,7,2,1,1,2,8,8,"SAC","sf",26012
26,"mason jones","mason","jones",25,5,0,28,2,8,0.25,2,7,0.286,0,1,0,0.375,1,2,0.5,1,4,5,5,1,0,2,3,7,"SAC","sg",26017
26,"jordan ford","jordan","ford",25,6,0,22,4,7,0.571,2,3,0.667,2,4,0.5,0.714,2,2,1,0,2,2,2,0,0,1,0,12,"SAC","pg",26016
26,"filip petrušev","filip","petrušev",23,2,0,7,1,2,0.5,0,0,0,1,2,0.5,0.5,1,2,0.5,0,0,0,0,0,0,0,1,3,"SAC","c",26021
27,"devin vassell","devin","vassell",23,68,62,2248,498,1056,0.472,166,446,0.372,332,610,0.544,0.55,161,201,0.801,27,234,261,277,73,23,108,74,1323,"SAS","sg",27009
27,"jeremy sochan","jeremy","sochan",20,74,73,2193,340,776,0.438,70,227,0.308,270,549,0.492,0.483,111,144,0.771,137,339,476,249,62,40,140,168,861,"SAS","pf",27007
27,"tre jones","tre","jones",24,77,48,2138,303,600,0.505,64,191,0.335,239,409,0.584,0.558,101,118,0.856,58,231,289,478,78,9,116,92,771,"SAS","pg",27005
27,"victor wembanyama","victor","wembanyama",20,71,71,2106,551,1186,0.465,128,394,0.325,423,792,0.534,0.519,292,367,0.796,161,594,755,274,88,254,260,153,1522,"SAS","c",27001
27,"keldon johnson","keldon","johnson",24,69,27,2038,391,862,0.454,127,367,0.346,264,495,0.533,0.527,175,221,0.792,95,282,377,195,51,20,100,149,1084,"SAS","sf",27011
27,"malaki branham","malaki","branham",20,75,29,1594,271,628,0.432,93,268,0.347,178,360,0.494,0.506,55,63,0.873,28,120,148,156,27,8,91,94,690,"SAS","pg",27006
27,"zach collins","zach","collins",26,69,29,1526,298,616,0.484,58,181,0.32,240,435,0.552,0.531,122,162,0.753,118,252,370,194,34,52,132,206,776,"SAS","c",27012
27,"julian champagnie","julian","champagnie",22,74,59,1468,164,402,0.408,101,277,0.365,63,125,0.504,0.534,75,92,0.815,42,164,206,103,48,42,57,77,504,"SAS","sf",27008
27,"cedi osman","cedi","osman",28,72,3,1269,184,384,0.479,86,221,0.389,98,163,0.601,0.591,35,52,0.673,25,155,180,119,36,11,47,107,489,"SAS","sf",27003
27,"blake wesley","blake","wesley",20,61,3,876,102,215,0.474,12,55,0.218,90,160,0.563,0.502,52,78,0.667,18,76,94,166,29,9,55,89,268,"SAS","sg",27010
27,"doug mcdermott","doug","mcdermott",32,46,0,700,95,215,0.442,76,173,0.439,19,42,0.452,0.619,10,17,0.588,8,40,48,57,11,2,24,48,276,"SAS","sf",12016
27,"sandro mamukelashvili","sandro","mamukelashvili",24,46,5,451,73,155,0.471,19,64,0.297,54,91,0.593,0.532,25,34,0.735,45,102,147,49,7,12,19,35,190,"SAS","c",27015
27,"dominick barlow","dominick","barlow",20,33,1,420,56,113,0.496,3,9,0.333,53,104,0.51,0.509,29,42,0.69,45,68,113,36,12,14,9,47,144,"SAS","pf",27016
27,"devonte' graham","devonte'","graham",28,23,0,313,38,108,0.352,25,83,0.301,13,25,0.52,0.468,13,16,0.813,5,31,36,49,9,2,17,14,114,"SAS","pg",27013
27,"charles bassey","charles","bassey",23,19,0,205,29,40,0.725,0,1,0,29,39,0.744,0.725,5,6,0.833,23,53,76,21,8,17,15,31,63,"SAS","c",27004
27,"sidy cissoko","sidy","cissoko",19,12,0,141,16,33,0.485,1,12,0.083,15,21,0.714,0.5,12,15,0.8,8,14,22,10,7,3,3,18,45,"SAS","sf",27002
27,"david duke jr.","david","duke",24,4,0,51,10,18,0.556,3,6,0.5,7,12,0.583,0.639,3,3,1,2,8,10,5,2,0,3,4,26,"SAS","sg",27018
27,"raiquan gray","raiquan","gray",24,3,0,39,10,17,0.588,3,7,0.429,7,10,0.7,0.676,0,0,0,2,5,7,6,1,1,1,0,23,"SAS","pf",27017
27,"jamaree bouyea","jamaree","bouyea",24,3,0,38,5,7,0.714,1,1,1,4,6,0.667,0.786,0,0,0,1,8,9,3,1,0,1,7,11,"SAS","pg",27014
27,"mamadi diakite","mamadi","diakite",27,3,0,16,4,5,0.8,0,0,0,4,5,0.8,0.8,4,6,0.667,1,2,3,2,0,1,0,1,12,"SAS","pf",20004
28,"scottie barnes","scottie","barnes",22,60,60,2094,447,942,0.475,101,296,0.341,346,646,0.536,0.528,196,251,0.781,141,353,494,363,75,88,165,118,1191,"TOR","sg",28006
28,"gary trent jr.","gary","trent",25,71,41,1994,361,847,0.426,178,453,0.393,183,394,0.464,0.531,74,96,0.771,25,163,188,119,77,10,47,96,974,"TOR","sg",28005
28,"dennis schröder","dennis","schröder",30,51,33,1559,247,559,0.442,77,220,0.35,170,339,0.501,0.511,127,149,0.852,22,118,140,313,46,8,83,105,698,"TOR","pg",3002
28,"pascal siakam","pascal","siakam",29,39,39,1354,325,623,0.522,46,145,0.317,279,478,0.584,0.559,169,223,0.758,54,192,246,190,32,10,83,87,865,"TOR","pf",12004
28,"jakob poeltl","jakob","poeltl",28,50,50,1319,248,378,0.656,0,0,0,248,378,0.656,0.656,59,107,0.551,146,283,429,127,35,76,77,149,555,"TOR","c",28001
28,"gradey dick","gradey","dick",20,60,17,1268,189,445,0.425,88,241,0.365,101,204,0.495,0.524,44,51,0.863,27,105,132,68,34,2,50,87,510,"TOR","sg",28007
28,"immanuel quickley","immanuel","quickley",24,38,38,1265,236,559,0.422,107,271,0.395,129,288,0.448,0.518,127,151,0.841,12,170,182,257,34,7,70,75,706,"TOR","pg",28011
28,"rj barrett","rj","barrett",23,32,32,1072,272,492,0.553,47,120,0.392,225,372,0.605,0.601,105,167,0.629,34,170,204,130,19,13,79,84,696,"TOR","sg",28002
28,"og anunoby","og","anunoby",26,27,27,900,157,321,0.489,61,163,0.374,96,158,0.608,0.584,33,46,0.717,24,82,106,72,28,13,43,62,408,"TOR","sf",20003
28,"bruce brown","bruce","brown",27,34,11,885,129,268,0.481,20,63,0.317,109,205,0.532,0.519,50,60,0.833,28,102,130,92,24,9,45,67,328,"TOR","pg",28008
28,"chris boucher","chris","boucher",31,50,0,705,110,217,0.507,31,94,0.33,79,123,0.642,0.578,71,92,0.772,62,145,207,23,14,24,28,68,322,"TOR","pf",28004
28,"jalen mcdaniels","jalen","mcdaniels",26,50,1,538,65,189,0.344,12,71,0.169,53,118,0.449,0.376,27,37,0.73,18,61,79,37,19,6,30,52,169,"TOR","sf",28010
28,"jordan nwora","jordan","nwora",25,34,1,529,101,217,0.465,33,95,0.347,68,122,0.557,0.541,35,42,0.833,20,96,116,44,20,12,41,29,270,"TOR","sf",28009
28,"malachi flynn","malachi","flynn",25,31,0,474,56,137,0.409,28,80,0.35,28,57,0.491,0.511,17,22,0.773,13,52,65,73,18,6,33,42,157,"TOR","pg",9010
28,"precious achiuwa","precious","achiuwa",24,25,0,437,78,170,0.459,13,47,0.277,65,123,0.528,0.497,24,42,0.571,50,86,136,44,16,12,29,40,193,"TOR","pf",20005
28,"javon freeman-liberty","javon","freeman-liberty",24,22,6,403,55,124,0.444,10,42,0.238,45,82,0.549,0.484,33,36,0.917,16,54,70,40,10,4,25,28,153,"TOR","pg",28014
28,"jontay porter","jontay","porter",24,26,5,360,40,104,0.385,20,60,0.333,20,44,0.455,0.481,15,18,0.833,26,56,82,60,20,20,21,35,115,"TOR","c",28026
28,"thaddeus young","thaddeus","young",35,23,6,350,54,87,0.621,1,6,0.167,53,81,0.654,0.626,5,12,0.417,29,46,75,50,18,3,11,38,114,"TOR","pf",24014
28,"garrett temple","garrett","temple",37,27,2,289,29,78,0.372,12,40,0.3,17,38,0.447,0.449,18,22,0.818,18,27,45,28,12,3,14,28,88,"TOR","sg",28013
28,"otto porter jr.","otto","porter",30,15,1,174,14,33,0.424,8,23,0.348,6,10,0.6,0.545,3,3,1,6,23,29,8,5,5,2,19,39,"TOR","pf",28027
28,"jahmi'us ramsey","jahmi'us","ramsey",22,7,1,121,18,41,0.439,6,22,0.273,12,19,0.632,0.512,5,6,0.833,4,18,22,8,7,0,7,10,47,"TOR","sg",28023
28,"mouhamadou gueye","mouhamadou","gueye",25,11,0,120,11,38,0.289,0,3,0,11,35,0.314,0.289,4,9,0.444,12,11,23,5,3,18,12,15,26,"TOR","pf",28015
28,"malik williams","malik","williams",25,7,2,107,9,34,0.265,1,5,0.2,8,29,0.276,0.279,0,2,0,15,23,38,2,3,4,3,15,19,"TOR","c",28025
28,"kobi simmons","kobi","simmons",26,4,0,67,9,21,0.429,2,8,0.25,7,13,0.538,0.476,0,0,0,1,6,7,12,6,2,1,5,20,"TOR","pg",28022
28,"d.j. carton","d.j.","carton",23,4,0,36,3,8,0.375,1,4,0.25,2,4,0.5,0.438,4,5,0.8,2,2,4,3,1,0,1,3,11,"TOR","sg",28016
28,"markquis nowell","markquis","nowell",24,1,0,4,0,1,0,0,0,0,0,1,0,0,2,2,1,2,0,2,2,1,0,0,0,2,"TOR","sg",28021
28,"ron harper jr.","ron","harper",23,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,"TOR","pf",28024
29,"collin sexton","collin","sexton",25,78,51,2075,506,1038,0.487,128,325,0.394,378,713,0.53,0.549,318,370,0.859,71,134,205,383,62,18,165,154,1458,"UTA","sg",29004
29,"keyonte george","keyonte","george",20,75,44,2023,319,815,0.391,147,440,0.334,172,375,0.459,0.482,189,223,0.848,15,196,211,332,36,7,188,91,974,"UTA","pg",29005
29,"john collins","john","collins",26,68,66,1901,397,746,0.532,86,232,0.371,311,514,0.605,0.59,147,185,0.795,157,418,575,77,40,61,98,191,1027,"UTA","pf",29006
29,"lauri markkanen","lauri","markkanen",26,55,55,1820,427,890,0.48,175,439,0.399,252,451,0.559,0.578,249,277,0.899,122,327,449,110,50,26,77,100,1278,"UTA","pf",29001
29,"jordan clarkson","jordan","clarkson",31,55,19,1682,337,816,0.413,91,309,0.294,246,507,0.485,0.469,177,201,0.881,49,139,188,277,35,6,146,81,942,"UTA","sg",29010
29,"walker kessler","walker","kessler",22,64,22,1493,229,350,0.654,4,19,0.211,225,331,0.68,0.66,56,93,0.602,165,316,481,60,30,154,66,132,518,"UTA","c",29008
29,"kris dunn","kris","dunn",29,66,32,1249,147,313,0.47,41,111,0.369,106,202,0.525,0.535,22,32,0.688,50,139,189,254,68,28,79,135,357,"UTA","pg",29007
29,"simone fontecchio","simone","fontecchio",28,50,34,1160,161,358,0.45,91,233,0.391,70,125,0.56,0.577,32,40,0.8,52,124,176,73,30,18,51,81,445,"UTA","sf",9002
29,"kelly olynyk","kelly","olynyk",32,50,8,1019,145,258,0.562,36,84,0.429,109,174,0.626,0.632,80,95,0.842,63,191,254,219,37,12,81,132,406,"UTA","c",28003
29,"talen horton-tucker","talen","horton-tucker",23,51,11,1009,184,465,0.396,60,182,0.33,124,283,0.438,0.46,88,109,0.807,21,100,121,177,45,19,65,94,516,"UTA","pg",29011
29,"ochai agbaji","ochai","agbaji",23,51,10,1003,106,249,0.426,47,142,0.331,59,107,0.551,0.52,15,20,0.75,35,91,126,47,27,29,34,66,274,"UTA","sg",28012
29,"taylor hendricks","taylor","hendricks",20,40,23,856,108,240,0.45,53,140,0.379,55,100,0.55,0.56,23,29,0.793,46,139,185,32,28,30,27,77,292,"UTA","pf",29014
29,"brice sensabaugh","brice","sensabaugh",20,32,11,584,85,218,0.39,34,115,0.296,51,103,0.495,0.468,37,41,0.902,16,86,102,55,13,6,47,43,241,"UTA","sf",29015
29,"omer yurtseven","omer","yurtseven",25,48,12,545,99,184,0.538,5,24,0.208,94,160,0.588,0.552,19,28,0.679,72,136,208,29,8,18,37,52,222,"UTA","c",29003
29,"luka šamanić","luka","šamanić",24,43,7,404,60,158,0.38,13,64,0.203,47,94,0.5,0.421,44,56,0.786,22,80,102,19,5,7,28,32,177,"UTA","pf",29002
29,"johnny juzang","johnny","juzang",22,20,5,372,51,110,0.464,32,77,0.416,19,33,0.576,0.609,10,14,0.714,7,29,36,23,4,2,13,29,144,"UTA","sg",29012
29,"micah potter","micah","potter",25,16,0,186,19,40,0.475,9,21,0.429,10,19,0.526,0.588,6,8,0.75,10,33,43,6,4,6,5,14,53,"UTA","pf",29009
29,"darius bazley","darius","bazley",23,6,0,142,18,29,0.621,2,8,0.25,16,21,0.762,0.655,10,12,0.833,8,19,27,5,6,7,7,3,48,"UTA","pf",29016
29,"kira lewis jr.","kira","lewis",22,12,0,119,18,40,0.45,2,13,0.154,16,27,0.593,0.475,7,9,0.778,5,7,12,19,4,1,6,4,45,"UTA","pg",29017
29,"kenneth lofton jr.","kenneth","lofton",21,4,0,91,21,35,0.6,4,12,0.333,17,23,0.739,0.657,9,11,0.818,10,10,20,19,3,2,6,9,55,"UTA","pf",29013
29,"jason preston","jason","preston",24,7,0,71,6,19,0.316,0,3,0,6,16,0.375,0.316,0,0,0,6,11,17,16,2,1,2,3,12,"UTA","pg",29018
30,"jordan poole","jordan","poole",24,78,66,2346,490,1186,0.413,184,564,0.326,306,622,0.492,0.491,192,219,0.877,32,180,212,343,86,25,188,244,1356,"WAS","sg",30006
30,"kyle kuzma","kyle","kuzma",28,70,70,2281,608,1313,0.463,151,450,0.336,457,863,0.53,0.521,186,240,0.775,62,402,464,296,37,49,192,153,1553,"WAS","pf",30008
30,"deni avdija","deni","avdija",23,75,75,2257,406,803,0.506,88,235,0.374,318,568,0.56,0.56,202,273,0.74,84,456,540,286,60,36,160,185,1102,"WAS","sf",30002
30,"corey kispert","corey","kispert",24,80,22,2067,386,794,0.486,184,480,0.383,202,314,0.643,0.602,114,157,0.726,30,195,225,156,41,16,98,141,1070,"WAS","sf",30005
30,"tyus jones","tyus","jones",27,66,66,1933,326,666,0.489,106,256,0.414,220,410,0.537,0.569,32,40,0.8,20,159,179,485,71,18,66,48,790,"WAS","pg",30009
30,"bilal coulibaly","bilal","coulibaly",19,63,15,1715,188,432,0.435,64,185,0.346,124,247,0.502,0.509,92,131,0.702,56,200,256,110,57,48,87,137,532,"WAS","sf",30001
30,"daniel gafford","daniel","gafford",25,45,45,1192,203,294,0.69,0,0,0,203,294,0.69,0.69,84,119,0.706,131,230,361,69,44,97,46,147,490,"WAS","pf",7014
30,"landry shamet","landry","shamet",26,46,5,726,118,274,0.431,53,157,0.338,65,117,0.556,0.527,38,46,0.826,16,46,62,54,25,10,30,76,327,"WAS","sg",30013
30,"johnny davis","johnny","davis",21,50,6,613,62,154,0.403,14,40,0.35,48,114,0.421,0.448,14,24,0.583,18,54,72,32,18,10,13,57,152,"WAS","sg",30012
30,"marvin bagley iii","marvin","bagley",24,24,15,575,132,227,0.581,8,17,0.471,124,210,0.59,0.599,46,65,0.708,84,110,194,28,15,19,30,41,318,"WAS","c",30016
30,"jared butler","jared","butler",23,40,0,566,98,201,0.488,24,78,0.308,74,123,0.602,0.547,31,36,0.861,9,49,58,126,29,8,50,58,251,"WAS","sg",30011
30,"patrick baldwin jr.","patrick","baldwin",21,38,7,493,59,155,0.381,31,97,0.32,28,58,0.483,0.481,19,28,0.679,17,106,123,29,18,15,19,56,168,"WAS","sf",30015
30,"anthony gill","anthony","gill",31,50,3,466,75,160,0.469,10,41,0.244,65,119,0.546,0.5,29,36,0.806,37,57,94,34,13,11,23,48,189,"WAS","pf",30007
30,"delon wright","delon","wright",31,33,0,456,48,122,0.393,14,38,0.368,34,84,0.405,0.451,24,29,0.828,13,46,59,82,35,8,11,22,134,"WAS","pg",16014
30,"eugene omoruyi","eugene","omoruyi",26,43,0,393,81,167,0.485,13,46,0.283,68,121,0.562,0.524,32,49,0.653,35,50,85,35,27,5,21,62,207,"WAS","sf",30004
30,"danilo gallinari","danilo","gallinari",35,26,0,385,57,131,0.435,20,64,0.313,37,67,0.552,0.511,47,56,0.839,12,64,76,31,6,3,12,26,181,"WAS","sf",17003
30,"mike muscala","mike","muscala",32,24,2,338,33,90,0.367,14,51,0.275,19,39,0.487,0.444,15,20,0.75,22,53,75,22,5,7,16,31,95,"WAS","c",21016
30,"richaun holmes","richaun","holmes",30,17,8,318,49,88,0.557,1,3,0.333,48,85,0.565,0.563,22,26,0.846,38,66,104,10,8,10,12,41,121,"WAS","pf",30014
