"Team","Team_Index","Player","FirstName","LastName","Age","GamesPlayed","GamesStarted","MinutesPlayed","FieldGoalsPerGame","FieldGoalAttemptsPerGame","FieldGoalPercentPerGame","ThreePointFieldGoalsPerGame","ThreePointFieldGoalAttemptsPerGame","ThreePointFieldGoalPercentPerGame","TwoPointFieldGoalsPerGame","TwoPointFieldGoalAttemptsPerGame","TwoPointFieldGoalPercentPerGame","EffectiveFieldGoalPercent","FreeThrowsPerGame","FreeThrowAttemptsPerGame","FreeThrowPercentPerGame","OffensiveReboundsPerGame","DefensiveReboundsPerGame","TotalReboundsPerGame","AssistsPerGame","StealsPerGame","BlocksPerGame","TurnoversPerGame","PersonalFoulsPerGame","PointsPerGame","PER","Position","Player_ID"
"CHA",4,"amari bailey","amari","bailey",19,10,0,6.5,0.8,2.4,0.333,0.1,0.8,0.125,0.7,1.6,0.438,0.354,0.6,0.7,0.857,0.6,0.3,0.9,0.7,0.3,0,0.4,0.2,2.3,0.21,"pg",4017
"CHA",4,"brandon miller","brandon","miller",21,74,68,32.2,6.4,14.6,0.44,2.5,6.7,0.373,3.9,8,0.495,0.524,1.9,2.3,0.827,0.8,3.4,4.3,2.4,0.9,0.6,1.8,2.5,17.3,0.204054054054054,"sf",4005
"CHA",4,"leaky black","leaky","black",24,26,3,10.9,1,2,0.481,0.3,0.8,0.45,0.6,1.2,0.5,0.567,0.4,0.6,0.667,0.3,1.5,1.8,0.9,0.3,0.4,0.2,0.7,2.7,0.180769230769231,"sf",4014
"CHA",4,"nathan mensah","nathan","mensah",25,25,0,12.3,0.5,1.1,0.429,0,0,0,0.5,1.1,0.429,0.429,0.4,0.5,0.75,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3,0.152,"c",4023
"CHA",4,"ish smith","ish","smith",35,43,5,17.2,1.5,3.7,0.418,0.1,0.2,0.5,1.4,3.5,0.413,0.43,0.1,0.1,0.75,0.3,1.5,1.8,3.4,0.4,0.1,1.1,1.1,3.2,0.130232558139535,"pg",4024
"CHA",4,"bryce mcgowens","bryce","mcgowens",21,59,14,14.9,1.7,3.9,0.439,0.6,1.7,0.333,1.1,2.2,0.523,0.513,1.1,1.4,0.776,0.3,1.4,1.7,0.9,0.4,0.2,0.5,1.3,5.1,0.0898305084745763,"sg",4009
"CHA",4,"nick smith jr.","nick","smith",19,51,0,14.3,2.2,5.7,0.391,1.2,2.9,0.432,1,2.8,0.35,0.5,0.3,0.3,0.867,0.4,1.1,1.4,1.2,0.2,0.1,0.8,1.1,5.9,0.088235294117647,"sg",4010
"CHA",4,"jt thor","jt","thor",21,63,3,12.4,1.3,2.9,0.437,0.4,1.3,0.346,0.8,1.6,0.51,0.514,0.2,0.3,0.55,0.7,1.6,2.3,0.5,0.2,0.4,0.2,1,3.2,0.0746031746031746,"pf",4008
"CHI",5,"javonte green","javonte","green",30,9,5,25.6,5,8.3,0.6,1.1,3,0.37,3.9,5.3,0.729,0.667,1.1,1.4,0.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,2.1,12.2,1.97777777777778,"sf",5017
"CHI",5,"henri drell","henri","drell",23,4,0,7.5,1,2.5,0.4,0.5,1.5,0.333,0.5,1,0.5,0.5,0.3,0.5,0.5,0.3,0.8,1,1,0.5,0.3,0.5,1.5,2.8,0.85,"sf",5002
"CHI",5,"zach lavine","zach","lavine",28,25,23,34.9,6.8,15,0.452,2.4,6.8,0.349,4.4,8.3,0.536,0.531,3.5,4.1,0.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,0.752,"sg",5012
"CHI",5,"adama sanogo","adama","sanogo",21,9,0,7.3,1.6,3,0.519,0,0,0,1.6,3,0.519,0.519,0.9,1.3,0.667,2.1,1.9,4,0,0.1,0,0.6,0.6,4,0.633333333333333,"pf",5003
"CHI",5,"nikola vučević","nikola","vučević",33,76,74,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18,0.305263157894737,"c",5001
"CHI",5,"demar derozan","demar","derozan",34,79,79,37.8,8.2,17.2,0.48,0.9,2.8,0.333,7.3,14.3,0.509,0.507,6.6,7.7,0.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2,24,0.29746835443038,"sf",5005
"CHI",5,"patrick williams","patrick","williams",22,43,30,27.3,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,0.525,1.2,1.5,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2,10,0.253488372093023,"pf",5014
"CHI",5,"coby white","coby","white",23,79,78,36.5,6.8,15.3,0.447,2.6,7,0.376,4.2,8.3,0.508,0.534,2.8,3.3,0.838,0.6,4,4.5,5.1,0.7,0.2,2.1,2.4,19.1,0.234177215189873,"pg",5006
"CHI",5,"alex caruso","alex","caruso",29,71,57,28.7,3.6,7.6,0.468,1.9,4.7,0.408,1.6,2.9,0.563,0.593,1,1.4,0.76,0.9,3,3.8,3.5,1.7,1,1.4,2.5,10.1,0.201408450704225,"sg",5011
"CHI",5,"andre drummond","andre","drummond",30,79,10,17.1,3.4,6.1,0.556,0,0,0,3.4,6,0.56,0.556,1.6,2.8,0.592,3.4,5.6,9,0.5,0.9,0.6,1,1.8,8.4,0.183544303797468,"c",5007
"CHI",5,"ayo dosunmu","ayo","dosunmu",24,76,37,29.1,4.7,9.5,0.501,1.6,3.9,0.403,3.2,5.6,0.568,0.583,1.1,1.4,0.81,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2,0.172368421052632,"sg",5009
"CHI",5,"torrey craig","torrey","craig",33,53,14,19.8,2,4.7,0.43,1.1,2.9,0.392,0.9,1.8,0.49,0.55,0.5,0.7,0.75,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,0.158490566037736,"sf",5013
"CHI",5,"onuralp bitim","onuralp","bitim",24,23,1,11.7,1.4,3.7,0.381,0.5,1.9,0.273,0.9,1.7,0.5,0.452,0.2,0.2,0.8,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1,3.5,0.130434782608696,"sg",5004
"CHI",5,"dalen terry","dalen","terry",21,59,2,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.9,1.4,0.627,0.494,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,0.0830508474576271,"sg",5008
"CHI",5,"terry taylor","terry","taylor",24,31,0,6.1,0.6,1.3,0.513,0.1,0.3,0.222,0.6,1,0.6,0.538,0.1,0.2,0.8,0.5,0.6,1.2,0.3,0.2,0.1,0.2,0.5,1.5,0.0741935483870968,"pf",5021
"CHI",5,"jevon carter","jevon","carter",28,72,0,13.9,1.9,5.1,0.378,1.1,3.3,0.329,0.8,1.8,0.466,0.484,0.1,0.1,0.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1,5,0.0569444444444444,"pg",5010
"CHI",5,"julian phillips","julian","phillips",20,40,0,8.1,0.8,1.9,0.416,0.3,1,0.316,0.5,1,0.513,0.494,0.3,0.5,0.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1,2.2,0.055,"sf",5015
"CHI",5,"andrew funk","andrew","funk",24,5,0,2.6,0,0.8,0,0,0.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,-0.08,"sg",5016
"CLE",6,"ty jerome","ty","jerome",26,2,0,7.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,0,0,0.5,0,0.5,1.5,0,0,0.5,1,2,1.25,"sg",6018
"CLE",6,"donovan mitchell","donovan","mitchell",27,55,55,35.3,9.1,19.8,0.462,3.3,9,0.368,5.8,10.8,0.539,0.545,5,5.8,0.865,0.8,4.3,5.1,6.1,1.8,0.5,2.8,2.1,26.6,0.469090909090909,"sg",6009
"CLE",6,"evan mobley","evan","mobley",22,50,50,30.6,6.4,11,0.58,0.4,1.2,0.373,6,9.9,0.604,0.6,2.5,3.4,0.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7,0.466,"pf",6012
"CLE",6,"jarrett allen","jarrett","allen",25,77,77,31.7,6.7,10.6,0.634,0,0.1,0,6.7,10.6,0.638,0.634,3,4.1,0.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,0.323376623376623,"c",6003
"CLE",6,"darius garland","darius","garland",24,57,57,33.4,6.6,14.8,0.446,2.3,6.2,0.371,4.3,8.5,0.501,0.524,2.6,3.1,0.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18,0.294736842105263,"pg",6008
"CLE",6,"isaiah mobley","isaiah","mobley",24,10,0,7.2,1,2.4,0.417,0.3,1,0.3,0.7,1.4,0.5,0.479,0,0.1,0,0.3,0.7,1,0.6,0.2,0,0.2,0.6,2.3,0.24,"pf",6013
"CLE",6,"caris levert","caris","levert",29,68,10,28.8,5.1,12.1,0.421,1.6,4.9,0.325,3.5,7.2,0.486,0.487,2.3,3,0.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,1.8,14,0.226470588235294,"sg",6006
"CLE",6,"max strus","max","strus",27,70,70,32,4.3,10.4,0.418,2.4,6.8,0.351,1.9,3.6,0.546,0.533,1.1,1.4,0.794,0.9,3.9,4.8,4,0.9,0.4,1.6,2.4,12.2,0.204285714285714,"sf",6004
"CLE",6,"dean wade","dean","wade",27,54,32,20.5,1.8,4.3,0.414,1.5,3.7,0.391,0.3,0.6,0.567,0.584,0.4,0.5,0.769,0.7,3.4,4,0.8,0.7,0.5,0.4,1.7,5.4,0.155555555555556,"pf",6010
"CLE",6,"isaac okoro","isaac","okoro",23,69,42,27.3,3.4,7,0.49,1.2,3.1,0.391,2.2,3.8,0.57,0.577,1.3,2,0.679,1,2,3,1.9,0.8,0.5,0.8,2,9.4,0.152173913043478,"sf",6005
"CLE",6,"craig porter jr.","craig","porter",23,51,6,12.7,2.3,4.5,0.509,0.2,0.7,0.353,2,3.8,0.536,0.535,0.8,1.1,0.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,0.143137254901961,"pg",6011
"CLE",6,"sam merrill","sam","merrill",27,61,1,17.5,2.6,6.4,0.402,2.3,5.8,0.404,0.2,0.6,0.385,0.584,0.4,0.5,0.929,0.4,1.6,2,1.8,0.3,0.1,0.3,1.2,8,0.131147540983607,"sg",6007
"CLE",6,"tristan thompson","tristan","thompson",32,49,0,11.2,1.5,2.4,0.608,0,0,0,1.5,2.4,0.613,0.608,0.3,1.1,0.288,1.5,2.1,3.6,1,0.2,0.3,0.6,1.2,3.3,0.124489795918367,"c",6001
"CLE",6,"georges niang","georges","niang",30,82,10,22.3,3.5,7.7,0.449,1.8,4.8,0.376,1.6,2.9,0.572,0.567,0.6,0.7,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,2.3,9.4,0.114634146341463,"pf",6002
"CLE",6,"damian jones","damian","jones",28,39,0,6.9,1.1,1.8,0.597,0.1,0.4,0.214,1,1.5,0.69,0.618,0.5,0.5,0.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7,0.107692307692308,"c",6014
"CLE",6,"emoni bates","emoni","bates",20,15,0,8.9,1,3.3,0.306,0.7,2.2,0.303,0.3,1.1,0.313,0.408,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,0.0999999999999999,"sf",6015
"CLE",6,"pete nance","pete","nance",23,8,0,3.4,0.1,0.8,0.167,0.1,0.1,1,0,0.6,0,0.25,0,0.3,0,0,0.4,0.4,0,0.1,0,0.1,0.3,0.4,-0.025,"pf",6017
"DAL",7,"dexter dennis","dexter","dennis",24,4,0,7.5,2.5,4.8,0.526,0.3,2,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2,2.3,1,0,0.3,0.8,0.3,5.5,1.375,"sg",7021
"DAL",7,"luka dončić","luka","dončić",24,70,70,37.5,11.5,23.6,0.487,4.1,10.6,0.382,7.4,13,0.573,0.573,6.8,8.7,0.786,0.8,8.4,9.2,9.8,1.4,0.5,4,2.1,33.9,0.525714285714286,"pg",7008
"DAL",7,"greg brown iii","greg","brown",22,6,0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1,1.5,0.7,0,0.7,0.7,0.8,2.5,0.483333333333333,"pf",7017
