"Team_Index","Date","HomeAway","Opponent","Winloss","Overtime","Points","OppPoints","OpponentWins","OpponentLosses","Team","TeamColor","Game_ID"
1,2023-10-25,FALSE,"charlotte hornets",FALSE,FALSE,110,116,3,1,"ATL","ATLAway",108698
1,2023-10-27,TRUE,"new york knicks",FALSE,FALSE,120,126,2,1,"ATL","ATLHome",108700
1,2023-10-29,FALSE,"milwaukee bucks",TRUE,FALSE,127,110,2,1,"ATL","ATLAway",108702
1,2023-10-30,TRUE,"minnesota timberwolves",TRUE,FALSE,127,113,1,1,"ATL","ATLHome",108703
1,2023-11-01,TRUE,"washington wizards",TRUE,FALSE,130,121,1,3,"ATL","ATLHome",108705
1,2023-11-04,FALSE,"new orleans pelicans",TRUE,FALSE,123,105,1,1,"ATL","ATLAway",108708
1,2023-11-06,FALSE,"oklahoma city thunder",FALSE,FALSE,117,126,1,1,"ATL","ATLAway",108710
1,2023-11-09,FALSE,"orlando magic",TRUE,FALSE,120,119,1,3,"ATL","ATLAway",108713
1,2023-11-11,TRUE,"miami heat",FALSE,FALSE,109,117,3,1,"ATL","ATLHome",108715
1,2023-11-14,FALSE,"detroit pistons",TRUE,FALSE,126,120,0,3,"ATL","ATLAway",108718
1,2023-11-15,TRUE,"new york knicks",FALSE,FALSE,114,116,2,1,"ATL","ATLHome",108719
1,2023-11-17,TRUE,"philadelphia 76ers",FALSE,FALSE,116,126,2,2,"ATL","ATLHome",108721
1,2023-11-21,TRUE,"indiana pacers",FALSE,FALSE,152,157,4,0,"ATL","ATLHome",108725
1,2023-11-22,TRUE,"brooklyn nets",TRUE,TRUE,147,145,3,1,"ATL","ATLHome",108726
1,2023-11-25,FALSE,"washington wizards",TRUE,FALSE,136,108,1,3,"ATL","ATLAway",108729
1,2023-11-26,FALSE,"boston celtics",FALSE,FALSE,103,113,2,2,"ATL","ATLAway",108730
1,2023-11-28,FALSE,"cleveland cavaliers",FALSE,FALSE,105,128,3,1,"ATL","ATLAway",108732
1,2023-11-30,FALSE,"san antonio spurs",TRUE,FALSE,137,135,0,2,"ATL","ATLAway",108734
1,2023-12-02,FALSE,"milwaukee bucks",FALSE,FALSE,121,132,2,1,"ATL","ATLAway",108736
1,2023-12-06,TRUE,"brooklyn nets",FALSE,FALSE,113,114,3,1,"ATL","ATLHome",108740
1,2023-12-08,FALSE,"philadelphia 76ers",FALSE,FALSE,114,125,2,2,"ATL","ATLAway",108742
1,2023-12-11,TRUE,"denver nuggets",FALSE,FALSE,122,129,2,0,"ATL","ATLHome",108745
1,2023-12-13,FALSE,"toronto raptors",FALSE,FALSE,128,135,2,2,"ATL","ATLAway",108747
1,2023-12-15,FALSE,"toronto raptors",TRUE,FALSE,125,104,2,2,"ATL","ATLAway",108749
1,2023-12-16,FALSE,"cleveland cavaliers",FALSE,FALSE,119,127,3,1,"ATL","ATLAway",108750
1,2023-12-18,TRUE,"detroit pistons",TRUE,FALSE,130,124,0,3,"ATL","ATLHome",108752
1,2023-12-20,FALSE,"houston rockets",TRUE,FALSE,134,127,0,2,"ATL","ATLAway",108754
1,2023-12-22,FALSE,"miami heat",FALSE,FALSE,113,122,3,1,"ATL","ATLAway",108756
1,2023-12-23,TRUE,"memphis grizzlies",FALSE,FALSE,119,125,1,1,"ATL","ATLHome",108757
1,2023-12-26,FALSE,"chicago bulls",FALSE,FALSE,113,118,3,1,"ATL","ATLAway",108760
1,2023-12-29,TRUE,"sacramento kings",FALSE,FALSE,110,117,2,0,"ATL","ATLHome",108763
1,2023-12-31,FALSE,"washington wizards",TRUE,FALSE,130,126,1,3,"ATL","ATLAway",108765
1,2024-01-03,TRUE,"oklahoma city thunder",TRUE,FALSE,141,138,1,1,"ATL","ATLHome",108768
1,2024-01-05,FALSE,"indiana pacers",FALSE,FALSE,116,150,4,0,"ATL","ATLAway",108770
1,2024-01-07,FALSE,"orlando magic",FALSE,TRUE,110,117,1,3,"ATL","ATLAway",108772
1,2024-01-10,TRUE,"philadelphia 76ers",TRUE,TRUE,139,132,2,2,"ATL","ATLHome",108775
1,2024-01-12,TRUE,"indiana pacers",FALSE,FALSE,108,126,4,0,"ATL","ATLHome",108777
1,2024-01-13,TRUE,"washington wizards",FALSE,FALSE,99,127,1,3,"ATL","ATLHome",108778
1,2024-01-15,TRUE,"san antonio spurs",TRUE,FALSE,109,99,0,2,"ATL","ATLHome",108780
1,2024-01-17,TRUE,"orlando magic",TRUE,FALSE,106,104,1,3,"ATL","ATLHome",108782
1,2024-01-19,FALSE,"miami heat",TRUE,FALSE,109,108,3,1,"ATL","ATLAway",108784
1,2024-01-20,TRUE,"cleveland cavaliers",FALSE,FALSE,95,116,3,1,"ATL","ATLHome",108785
1,2024-01-22,FALSE,"sacramento kings",FALSE,FALSE,107,122,2,0,"ATL","ATLAway",108787
1,2024-01-24,FALSE,"golden state warriors",FALSE,FALSE,112,134,1,1,"ATL","ATLAway",108789
1,2024-01-26,TRUE,"dallas mavericks",FALSE,FALSE,143,148,2,0,"ATL","ATLHome",108791
1,2024-01-28,TRUE,"toronto raptors",TRUE,FALSE,126,125,2,2,"ATL","ATLHome",108793
1,2024-01-30,TRUE,"los angeles lakers",TRUE,FALSE,138,122,1,1,"ATL","ATLHome",108795
1,2024-02-02,TRUE,"phoenix suns",TRUE,FALSE,129,120,1,1,"ATL","ATLHome",108798
1,2024-02-03,TRUE,"golden state warriors",TRUE,TRUE,141,134,1,1,"ATL","ATLHome",108799
1,2024-02-05,TRUE,"los angeles clippers",FALSE,FALSE,144,149,1,1,"ATL","ATLHome",108801
1,2024-02-07,FALSE,"boston celtics",FALSE,FALSE,117,125,2,2,"ATL","ATLAway",108803
1,2024-02-09,FALSE,"philadelphia 76ers",TRUE,FALSE,127,121,2,2,"ATL","ATLAway",108805
1,2024-02-10,TRUE,"houston rockets",TRUE,FALSE,122,113,0,2,"ATL","ATLHome",108806
1,2024-02-12,TRUE,"chicago bulls",FALSE,FALSE,126,136,3,1,"ATL","ATLHome",108808
1,2024-02-14,FALSE,"charlotte hornets",FALSE,FALSE,99,122,3,1,"ATL","ATLAway",108810
1,2024-02-23,TRUE,"toronto raptors",FALSE,FALSE,121,123,2,2,"ATL","ATLHome",108819
1,2024-02-25,TRUE,"orlando magic",TRUE,FALSE,109,92,1,3,"ATL","ATLHome",108821
1,2024-02-27,TRUE,"utah jazz",TRUE,FALSE,124,97,1,1,"ATL","ATLHome",108823
1,2024-02-29,FALSE,"brooklyn nets",FALSE,FALSE,97,124,3,1,"ATL","ATLAway",108825
1,2024-03-02,FALSE,"brooklyn nets",FALSE,FALSE,102,114,3,1,"ATL","ATLAway",108827
1,2024-03-05,FALSE,"new york knicks",TRUE,FALSE,116,100,2,1,"ATL","ATLAway",108830
1,2024-03-06,TRUE,"cleveland cavaliers",TRUE,FALSE,112,101,3,1,"ATL","ATLHome",108831
1,2024-03-08,FALSE,"memphis grizzlies",TRUE,FALSE,99,92,1,1,"ATL","ATLAway",108833
1,2024-03-10,TRUE,"new orleans pelicans",FALSE,FALSE,103,116,1,1,"ATL","ATLHome",108835
1,2024-03-13,FALSE,"portland trail blazers",FALSE,FALSE,102,106,1,1,"ATL","ATLAway",108838
1,2024-03-15,FALSE,"utah jazz",FALSE,FALSE,122,124,1,1,"ATL","ATLAway",108840
1,2024-03-17,FALSE,"los angeles clippers",TRUE,FALSE,110,93,1,1,"ATL","ATLAway",108842
1,2024-03-18,FALSE,"los angeles lakers",FALSE,FALSE,105,136,1,1,"ATL","ATLAway",108843
1,2024-03-21,FALSE,"phoenix suns",FALSE,FALSE,115,128,1,1,"ATL","ATLAway",108846
1,2024-03-23,TRUE,"charlotte hornets",TRUE,FALSE,132,91,3,1,"ATL","ATLHome",108848
1,2024-03-25,TRUE,"boston celtics",TRUE,FALSE,120,118,2,2,"ATL","ATLHome",108850
1,2024-03-27,TRUE,"portland trail blazers",TRUE,FALSE,120,106,1,1,"ATL","ATLHome",108852
1,2024-03-28,TRUE,"boston celtics",TRUE,TRUE,123,122,2,2,"ATL","ATLHome",108853
1,2024-03-30,TRUE,"milwaukee bucks",FALSE,FALSE,113,122,2,1,"ATL","ATLHome",108855
1,2024-04-01,FALSE,"chicago bulls",TRUE,FALSE,113,101,3,1,"ATL","ATLAway",108857
1,2024-04-03,TRUE,"detroit pistons",TRUE,FALSE,121,113,0,3,"ATL","ATLHome",108859
1,2024-04-04,FALSE,"dallas mavericks",FALSE,FALSE,95,109,2,0,"ATL","ATLAway",108860
1,2024-04-06,FALSE,"denver nuggets",FALSE,FALSE,110,142,2,0,"ATL","ATLAway",108862
1,2024-04-09,TRUE,"miami heat",FALSE,FALSE,111,117,3,1,"ATL","ATLHome",108865
1,2024-04-10,TRUE,"charlotte hornets",FALSE,FALSE,114,115,3,1,"ATL","ATLHome",108866
1,2024-04-12,FALSE,"minnesota timberwolves",FALSE,FALSE,106,109,1,1,"ATL","ATLAway",108868
1,2024-04-14,FALSE,"indiana pacers",FALSE,FALSE,115,157,4,0,"ATL","ATLAway",108870
1,2024-04-17,FALSE,"chicago bulls",FALSE,FALSE,116,131,3,1,"ATL","ATLAway",108873
2,2023-10-25,FALSE,"new york knicks",TRUE,FALSE,108,104,1,4,"BOS","BOSAway",208698
2,2023-10-27,TRUE,"miami heat",TRUE,FALSE,119,111,0,3,"BOS","BOSHome",208700
2,2023-10-30,FALSE,"washington wizards",TRUE,FALSE,126,107,0,4,"BOS","BOSAway",208703
2,2023-11-01,TRUE,"indiana pacers",TRUE,FALSE,155,104,2,3,"BOS","BOSHome",208705
2,2023-11-04,FALSE,"brooklyn nets",TRUE,FALSE,124,114,0,4,"BOS","BOSAway",208708
2,2023-11-06,FALSE,"minnesota timberwolves",FALSE,TRUE,109,114,1,1,"BOS","BOSAway",208710
2,2023-11-08,FALSE,"philadelphia 76ers",FALSE,FALSE,103,106,1,3,"BOS","BOSAway",208712
2,2023-11-10,TRUE,"brooklyn nets",TRUE,FALSE,121,107,0,4,"BOS","BOSHome",208714
2,2023-11-11,TRUE,"toronto raptors",TRUE,FALSE,117,94,0,4,"BOS","BOSHome",208715
2,2023-11-13,TRUE,"new york knicks",TRUE,FALSE,114,98,1,4,"BOS","BOSHome",208717
2,2023-11-15,FALSE,"philadelphia 76ers",TRUE,FALSE,117,107,1,3,"BOS","BOSAway",208719
2,2023-11-17,FALSE,"toronto raptors",TRUE,FALSE,108,105,0,4,"BOS","BOSAway",208721
2,2023-11-19,FALSE,"memphis grizzlies",TRUE,FALSE,102,100,0,2,"BOS","BOSAway",208723
2,2023-11-20,FALSE,"charlotte hornets",FALSE,TRUE,118,121,1,2,"BOS","BOSAway",208724
2,2023-11-22,TRUE,"milwaukee bucks",TRUE,FALSE,119,116,2,2,"BOS","BOSHome",208726
2,2023-11-24,FALSE,"orlando magic",FALSE,FALSE,96,113,1,2,"BOS","BOSAway",208728
2,2023-11-26,TRUE,"atlanta hawks",TRUE,FALSE,113,103,2,2,"BOS","BOSHome",208730
2,2023-11-28,TRUE,"chicago bulls",TRUE,FALSE,124,97,0,3,"BOS","BOSHome",208732
2,2023-12-01,TRUE,"philadelphia 76ers",TRUE,FALSE,125,119,1,3,"BOS","BOSHome",208735
2,2023-12-04,FALSE,"indiana pacers",FALSE,FALSE,112,122,2,3,"BOS","BOSAway",208738
2,2023-12-08,TRUE,"new york knicks",TRUE,FALSE,133,123,1,4,"BOS","BOSHome",208742
2,2023-12-12,TRUE,"cleveland cavaliers",TRUE,FALSE,120,113,1,2,"BOS","BOSHome",208746
2,2023-12-14,TRUE,"cleveland cavaliers",TRUE,FALSE,116,107,1,2,"BOS","BOSHome",208748
2,2023-12-15,TRUE,"orlando magic",TRUE,FALSE,128,111,1,2,"BOS","BOSHome",208749
2,2023-12-17,TRUE,"orlando magic",TRUE,FALSE,114,97,1,2,"BOS","BOSHome",208751
2,2023-12-19,FALSE,"golden state warriors",FALSE,TRUE,126,132,1,1,"BOS","BOSAway",208753
2,2023-12-20,FALSE,"sacramento kings",TRUE,FALSE,144,119,0,2,"BOS","BOSAway",208754
2,2023-12-23,FALSE,"los angeles clippers",TRUE,FALSE,145,108,1,1,"BOS","BOSAway",208757
2,2023-12-25,FALSE,"los angeles lakers",TRUE,FALSE,126,115,1,1,"BOS","BOSAway",208759
2,2023-12-28,TRUE,"detroit pistons",TRUE,TRUE,128,122,0,3,"BOS","BOSHome",208762
2,2023-12-29,TRUE,"toronto raptors",TRUE,FALSE,120,118,0,4,"BOS","BOSHome",208763
2,2023-12-31,FALSE,"san antonio spurs",TRUE,FALSE,134,101,0,2,"BOS","BOSAway",208765
2,2024-01-02,FALSE,"oklahoma city thunder",FALSE,FALSE,123,127,1,1,"BOS","BOSAway",208767
2,2024-01-05,TRUE,"utah jazz",TRUE,FALSE,126,97,0,2,"BOS","BOSHome",208770
2,2024-01-06,FALSE,"indiana pacers",TRUE,FALSE,118,101,2,3,"BOS","BOSAway",208771
2,2024-01-08,FALSE,"indiana pacers",FALSE,FALSE,131,133,2,3,"BOS","BOSAway",208773
2,2024-01-10,TRUE,"minnesota timberwolves",TRUE,TRUE,127,120,1,1,"BOS","BOSHome",208775
2,2024-01-11,FALSE,"milwaukee bucks",FALSE,FALSE,102,135,2,2,"BOS","BOSAway",208776
2,2024-01-13,TRUE,"houston rockets",TRUE,FALSE,145,113,0,2,"BOS","BOSHome",208778
2,2024-01-15,FALSE,"toronto raptors",TRUE,FALSE,105,96,0,4,"BOS","BOSAway",208780
2,2024-01-17,TRUE,"san antonio spurs",TRUE,FALSE,117,98,0,2,"BOS","BOSHome",208782
2,2024-01-19,TRUE,"denver nuggets",FALSE,FALSE,100,102,2,0,"BOS","BOSHome",208784
2,2024-01-21,FALSE,"houston rockets",TRUE,FALSE,116,107,0,2,"BOS","BOSAway",208786
2,2024-01-22,FALSE,"dallas mavericks",TRUE,FALSE,119,110,0,2,"BOS","BOSAway",208787
2,2024-01-25,FALSE,"miami heat",TRUE,FALSE,143,110,0,3,"BOS","BOSAway",208790
2,2024-01-27,TRUE,"los angeles clippers",FALSE,FALSE,96,115,1,1,"BOS","BOSHome",208792
2,2024-01-29,TRUE,"new orleans pelicans",TRUE,FALSE,118,112,0,2,"BOS","BOSHome",208794
2,2024-01-30,TRUE,"indiana pacers",TRUE,FALSE,129,124,2,3,"BOS","BOSHome",208795
2,2024-02-01,TRUE,"los angeles lakers",FALSE,FALSE,105,114,1,1,"BOS","BOSHome",208797
2,2024-02-04,TRUE,"memphis grizzlies",TRUE,FALSE,131,91,0,2,"BOS","BOSHome",208800
2,2024-02-07,TRUE,"atlanta hawks",TRUE,FALSE,125,117,2,2,"BOS","BOSHome",208803
2,2024-02-09,TRUE,"washington wizards",TRUE,FALSE,133,129,0,4,"BOS","BOSHome",208805
2,2024-02-11,FALSE,"miami heat",TRUE,FALSE,110,106,0,3,"BOS","BOSAway",208807
2,2024-02-13,FALSE,"brooklyn nets",TRUE,FALSE,118,110,0,4,"BOS","BOSAway",208809
2,2024-02-14,TRUE,"brooklyn nets",TRUE,FALSE,136,86,0,4,"BOS","BOSHome",208810
2,2024-02-22,FALSE,"chicago bulls",TRUE,FALSE,129,112,0,3,"BOS","BOSAway",208818
2,2024-02-24,FALSE,"new york knicks",TRUE,FALSE,116,102,1,4,"BOS","BOSAway",208820
2,2024-02-27,TRUE,"philadelphia 76ers",TRUE,FALSE,117,99,1,3,"BOS","BOSHome",208823
2,2024-03-01,TRUE,"dallas mavericks",TRUE,FALSE,138,110,0,2,"BOS","BOSHome",208826
2,2024-03-03,TRUE,"golden state warriors",TRUE,FALSE,140,88,1,1,"BOS","BOSHome",208828
2,2024-03-05,FALSE,"cleveland cavaliers",FALSE,FALSE,104,105,1,2,"BOS","BOSAway",208830
2,2024-03-07,FALSE,"denver nuggets",FALSE,FALSE,109,115,2,0,"BOS","BOSAway",208832
2,2024-03-09,FALSE,"phoenix suns",TRUE,FALSE,117,107,0,2,"BOS","BOSAway",208834
2,2024-03-11,FALSE,"portland trail blazers",TRUE,FALSE,121,99,0,2,"BOS","BOSAway",208836
2,2024-03-12,FALSE,"utah jazz",TRUE,FALSE,123,107,0,2,"BOS","BOSAway",208837
2,2024-03-14,TRUE,"phoenix suns",TRUE,FALSE,127,112,0,2,"BOS","BOSHome",208839
2,2024-03-17,FALSE,"washington wizards",TRUE,FALSE,130,104,0,4,"BOS","BOSAway",208842
2,2024-03-18,TRUE,"detroit pistons",TRUE,FALSE,119,94,0,3,"BOS","BOSHome",208843
2,2024-03-20,TRUE,"milwaukee bucks",TRUE,FALSE,122,119,2,2,"BOS","BOSHome",208845
2,2024-03-22,FALSE,"detroit pistons",TRUE,FALSE,129,102,0,3,"BOS","BOSAway",208847
2,2024-03-23,FALSE,"chicago bulls",TRUE,FALSE,124,113,0,3,"BOS","BOSAway",208848
2,2024-03-25,FALSE,"atlanta hawks",FALSE,FALSE,118,120,2,2,"BOS","BOSAway",208850
2,2024-03-28,FALSE,"atlanta hawks",FALSE,TRUE,122,123,2,2,"BOS","BOSAway",208853
2,2024-03-30,FALSE,"new orleans pelicans",TRUE,FALSE,104,92,0,2,"BOS","BOSAway",208855
2,2024-04-01,FALSE,"charlotte hornets",TRUE,FALSE,118,104,1,2,"BOS","BOSAway",208857
2,2024-04-03,TRUE,"oklahoma city thunder",TRUE,FALSE,135,100,1,1,"BOS","BOSHome",208859
2,2024-04-05,TRUE,"sacramento kings",TRUE,FALSE,101,100,0,2,"BOS","BOSHome",208861
2,2024-04-07,TRUE,"portland trail blazers",TRUE,FALSE,124,107,0,2,"BOS","BOSHome",208863
2,2024-04-09,FALSE,"milwaukee bucks",FALSE,FALSE,91,104,2,2,"BOS","BOSAway",208865
2,2024-04-11,TRUE,"new york knicks",FALSE,FALSE,109,118,1,4,"BOS","BOSHome",208867
2,2024-04-12,TRUE,"charlotte hornets",TRUE,FALSE,131,98,1,2,"BOS","BOSHome",208868
2,2024-04-14,TRUE,"washington wizards",TRUE,FALSE,132,122,0,4,"BOS","BOSHome",208870
3,2023-10-25,TRUE,"cleveland cavaliers",FALSE,FALSE,113,114,3,1,"BRK","BRKHome",308698
3,2023-10-27,FALSE,"dallas mavericks",FALSE,FALSE,120,125,2,0,"BRK","BRKAway",308700
3,2023-10-30,FALSE,"charlotte hornets",TRUE,FALSE,133,121,2,1,"BRK","BRKAway",308703
3,2023-11-01,FALSE,"miami heat",TRUE,FALSE,109,105,2,2,"BRK","BRKAway",308705
3,2023-11-03,FALSE,"chicago bulls",TRUE,FALSE,109,107,0,3,"BRK","BRKAway",308707
3,2023-11-04,TRUE,"boston celtics",FALSE,FALSE,114,124,4,0,"BRK","BRKHome",308708
3,2023-11-06,TRUE,"milwaukee bucks",FALSE,FALSE,125,129,3,0,"BRK","BRKHome",308710
3,2023-11-08,TRUE,"los angeles clippers",TRUE,FALSE,100,93,1,1,"BRK","BRKHome",308712
3,2023-11-10,FALSE,"boston celtics",FALSE,FALSE,107,121,4,0,"BRK","BRKAway",308714
3,2023-11-12,TRUE,"washington wizards",TRUE,FALSE,102,94,1,3,"BRK","BRKHome",308716
3,2023-11-14,TRUE,"orlando magic",TRUE,FALSE,124,104,2,2,"BRK","BRKHome",308718
3,2023-11-16,FALSE,"miami heat",FALSE,FALSE,115,122,2,2,"BRK","BRKAway",308720
3,2023-11-19,TRUE,"philadelphia 76ers",FALSE,FALSE,99,121,2,2,"BRK","BRKHome",308723
3,2023-11-22,FALSE,"atlanta hawks",FALSE,TRUE,145,147,1,3,"BRK","BRKAway",308726
3,2023-11-25,TRUE,"miami heat",TRUE,FALSE,112,97,2,2,"BRK","BRKHome",308729
3,2023-11-26,TRUE,"chicago bulls",TRUE,FALSE,118,109,0,3,"BRK","BRKHome",308730
3,2023-11-28,TRUE,"toronto raptors",TRUE,FALSE,115,103,1,3,"BRK","BRKHome",308732
3,2023-11-30,TRUE,"charlotte hornets",FALSE,FALSE,128,129,2,1,"BRK","BRKHome",308734
3,2023-12-02,TRUE,"orlando magic",TRUE,FALSE,129,101,2,2,"BRK","BRKHome",308736
3,2023-12-06,FALSE,"atlanta hawks",TRUE,FALSE,114,113,1,3,"BRK","BRKAway",308740
3,2023-12-08,TRUE,"washington wizards",TRUE,FALSE,124,97,1,3,"BRK","BRKHome",308742
3,2023-12-11,FALSE,"sacramento kings",FALSE,FALSE,118,131,2,0,"BRK","BRKAway",308745
3,2023-12-13,FALSE,"phoenix suns",TRUE,FALSE,116,112,1,1,"BRK","BRKAway",308747
3,2023-12-14,FALSE,"denver nuggets",FALSE,FALSE,101,124,2,0,"BRK","BRKAway",308748
3,2023-12-16,FALSE,"golden state warriors",FALSE,FALSE,120,124,2,0,"BRK","BRKAway",308750
3,2023-12-18,FALSE,"utah jazz",FALSE,FALSE,108,125,1,1,"BRK","BRKAway",308752
3,2023-12-20,TRUE,"new york knicks",FALSE,FALSE,102,121,4,0,"BRK","BRKHome",308754
3,2023-12-22,TRUE,"denver nuggets",FALSE,FALSE,117,122,2,0,"BRK","BRKHome",308756
3,2023-12-23,TRUE,"detroit pistons",TRUE,FALSE,126,115,1,3,"BRK","BRKHome",308757
3,2023-12-26,FALSE,"detroit pistons",TRUE,FALSE,118,112,1,3,"BRK","BRKAway",308760
3,2023-12-27,TRUE,"milwaukee bucks",FALSE,FALSE,122,144,3,0,"BRK","BRKHome",308761
3,2023-12-29,FALSE,"washington wizards",FALSE,FALSE,104,110,1,3,"BRK","BRKAway",308763
3,2023-12-31,FALSE,"oklahoma city thunder",FALSE,FALSE,108,124,1,1,"BRK","BRKAway",308765
3,2024-01-02,FALSE,"new orleans pelicans",FALSE,FALSE,85,112,2,0,"BRK","BRKAway",308767
3,2024-01-03,FALSE,"houston rockets",FALSE,FALSE,101,112,1,1,"BRK","BRKAway",308768
3,2024-01-05,TRUE,"oklahoma city thunder",TRUE,FALSE,124,115,1,1,"BRK","BRKHome",308770
3,2024-01-07,TRUE,"portland trail blazers",FALSE,TRUE,127,134,2,0,"BRK","BRKHome",308772
3,2024-01-11,FALSE,"cleveland cavaliers",FALSE,FALSE,102,111,3,1,"BRK","BRKAway",308776
3,2024-01-15,TRUE,"miami heat",FALSE,TRUE,95,96,2,2,"BRK","BRKHome",308780
3,2024-01-17,FALSE,"portland trail blazers",FALSE,FALSE,103,105,2,0,"BRK","BRKAway",308782
3,2024-01-19,FALSE,"los angeles lakers",TRUE,FALSE,130,112,1,1,"BRK","BRKAway",308784
3,2024-01-21,FALSE,"los angeles clippers",FALSE,FALSE,114,125,1,1,"BRK","BRKAway",308786
3,2024-01-23,TRUE,"new york knicks",FALSE,FALSE,103,108,4,0,"BRK","BRKHome",308788
3,2024-01-25,TRUE,"minnesota timberwolves",FALSE,FALSE,94,96,2,0,"BRK","BRKHome",308790
3,2024-01-27,TRUE,"houston rockets",TRUE,FALSE,106,104,1,1,"BRK","BRKHome",308792
3,2024-01-29,TRUE,"utah jazz",TRUE,FALSE,147,114,1,1,"BRK","BRKHome",308794
3,2024-01-31,TRUE,"phoenix suns",FALSE,FALSE,120,136,1,1,"BRK","BRKHome",308796
3,2024-02-03,FALSE,"philadelphia 76ers",TRUE,FALSE,136,121,2,2,"BRK","BRKAway",308799
3,2024-02-05,TRUE,"golden state warriors",FALSE,FALSE,98,109,2,0,"BRK","BRKHome",308801
3,2024-02-06,TRUE,"dallas mavericks",FALSE,FALSE,107,119,2,0,"BRK","BRKHome",308802
3,2024-02-08,TRUE,"cleveland cavaliers",FALSE,FALSE,95,118,3,1,"BRK","BRKHome",308804
3,2024-02-10,TRUE,"san antonio spurs",TRUE,FALSE,123,103,1,1,"BRK","BRKHome",308806
3,2024-02-13,TRUE,"boston celtics",FALSE,FALSE,110,118,4,0,"BRK","BRKHome",308809
3,2024-02-14,FALSE,"boston celtics",FALSE,FALSE,86,136,4,0,"BRK","BRKAway",308810
3,2024-02-22,FALSE,"toronto raptors",FALSE,FALSE,93,121,1,3,"BRK","BRKAway",308818
3,2024-02-24,FALSE,"minnesota timberwolves",FALSE,FALSE,86,101,2,0,"BRK","BRKAway",308820
3,2024-02-26,FALSE,"memphis grizzlies",TRUE,FALSE,111,86,1,1,"BRK","BRKAway",308822
3,2024-02-27,FALSE,"orlando magic",FALSE,FALSE,81,108,2,2,"BRK","BRKAway",308823
3,2024-02-29,TRUE,"atlanta hawks",TRUE,FALSE,124,97,1,3,"BRK","BRKHome",308825
3,2024-03-02,TRUE,"atlanta hawks",TRUE,FALSE,114,102,1,3,"BRK","BRKHome",308827
3,2024-03-04,TRUE,"memphis grizzlies",FALSE,FALSE,102,106,1,1,"BRK","BRKHome",308829
3,2024-03-05,TRUE,"philadelphia 76ers",TRUE,FALSE,112,107,2,2,"BRK","BRKHome",308830
3,2024-03-07,FALSE,"detroit pistons",FALSE,FALSE,112,118,1,3,"BRK","BRKAway",308832
3,2024-03-09,FALSE,"charlotte hornets",FALSE,FALSE,99,110,2,1,"BRK","BRKAway",308834
3,2024-03-10,FALSE,"cleveland cavaliers",TRUE,FALSE,120,101,3,1,"BRK","BRKAway",308835
3,2024-03-13,FALSE,"orlando magic",FALSE,FALSE,106,114,2,2,"BRK","BRKAway",308838
3,2024-03-16,FALSE,"indiana pacers",FALSE,FALSE,100,121,2,1,"BRK","BRKAway",308841
3,2024-03-17,FALSE,"san antonio spurs",FALSE,TRUE,115,122,1,1,"BRK","BRKAway",308842
3,2024-03-19,TRUE,"new orleans pelicans",FALSE,FALSE,91,104,2,0,"BRK","BRKHome",308844
3,2024-03-21,FALSE,"milwaukee bucks",FALSE,FALSE,108,115,3,0,"BRK","BRKAway",308846
3,2024-03-23,FALSE,"new york knicks",FALSE,FALSE,93,105,4,0,"BRK","BRKAway",308848
3,2024-03-25,FALSE,"toronto raptors",TRUE,FALSE,96,88,1,3,"BRK","BRKAway",308850
3,2024-03-27,FALSE,"washington wizards",TRUE,TRUE,122,119,1,3,"BRK","BRKAway",308852
3,2024-03-29,TRUE,"chicago bulls",TRUE,FALSE,125,108,0,3,"BRK","BRKHome",308854
3,2024-03-31,TRUE,"los angeles lakers",FALSE,FALSE,104,116,1,1,"BRK","BRKHome",308856
3,2024-04-01,FALSE,"indiana pacers",FALSE,FALSE,111,133,2,1,"BRK","BRKAway",308857
3,2024-04-03,TRUE,"indiana pacers",TRUE,FALSE,115,111,2,1,"BRK","BRKHome",308859
3,2024-04-06,TRUE,"detroit pistons",TRUE,FALSE,113,103,1,3,"BRK","BRKHome",308862
3,2024-04-07,TRUE,"sacramento kings",FALSE,FALSE,77,107,2,0,"BRK","BRKHome",308863
3,2024-04-10,TRUE,"toronto raptors",TRUE,FALSE,106,102,1,3,"BRK","BRKHome",308866
3,2024-04-12,FALSE,"new york knicks",FALSE,FALSE,107,111,4,0,"BRK","BRKAway",308868
3,2024-04-14,FALSE,"philadelphia 76ers",FALSE,FALSE,86,107,2,2,"BRK","BRKAway",308870
4,2023-10-25,TRUE,"atlanta hawks",TRUE,FALSE,116,110,1,3,"CHA","CHAHome",408698
4,2023-10-27,TRUE,"detroit pistons",FALSE,FALSE,99,111,3,0,"CHA","CHAHome",408700
4,2023-10-30,TRUE,"brooklyn nets",FALSE,FALSE,121,133,1,2,"CHA","CHAHome",408703
4,2023-11-01,FALSE,"houston rockets",FALSE,FALSE,119,128,2,0,"CHA","CHAAway",408705
4,2023-11-04,FALSE,"indiana pacers",TRUE,FALSE,125,124,2,2,"CHA","CHAAway",408708
4,2023-11-05,FALSE,"dallas mavericks",FALSE,FALSE,118,124,2,0,"CHA","CHAAway",408709
4,2023-11-08,TRUE,"washington wizards",FALSE,FALSE,116,132,2,2,"CHA","CHAHome",408712
4,2023-11-10,FALSE,"washington wizards",TRUE,FALSE,124,117,2,2,"CHA","CHAAway",408714
